operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      2.3 and up    ,Role Playing,"Go to adventure with powerful and lovely monsters! Every monster has its exquisite graphic, and you can summon your monster partners to fight with you. They are performed by unique look and voice actors. You can enter a wonderful world here!,Features:,1. Conquer the world with powerful monsters!,   Summon powerful monster partners to group a team. There are hundreds of warriors waiting for you. Besides, different groups have different buff bonus.,2. Upgrade and make your team strong!,   Equipment, gems, runes, treasures, etc. Various of systems to make your team more and more stronger! Bond your monster with another monster, then you will have extra buff bonus!,3. Evolve to get different looks!,     Evolve your partners to another stage to unlock more skills. Hold your fire and cast the powerful skills on the right time, kill the enemies by one shot!,4. Explore rare treasures!,    Except for passing stages to get rewards, there is one myterious map for you to explore in each stage. You may find chests, gold, gems, myth monster to capture and anything in the map!,5. PK across servers!,    Are you bored with Arena? Just come to PK across servers!!! There are many challengers and you should fight for No.1 and become the most powerful summoner of all servers!,Contact us: ,https://www.facebook.com/magicevo/",,,"  10,000 - 50,000  ",30-Mar-16, 1.0.0  , 39M  ,,803,3.9,Magic Evolution
      3.0 and up    ,Simulation,"Want to Drive Extreme Muscle Car? Maybe fly a jet aircraft? This game is perfect for you! You can test your airplane pilot skills and car driving ability at the same time. Fly your plane around the world discover new landscapes, Drive your muscle car do stunts and drifts ! burn the asphalt road ! be the best car driver!,You are free in a world that you can do what you want.,Flying Muscle Car Simulator 3D is made for all fans of free car driving games, Simulation games and Airplane Flight games,Flying Muscle Car Simulator 3D - GAME FEATURES:,✔ Test your Sports Car Driving Skills,✔ Improve Plane Flight Ability,✔ Stunning HD Graphics,✔ Beautiful Mountains,✔ Realistic and dynamic auto physics,✔ Advanced airplane flight physics,✔ Easy and Free to use,✔ No WiFi? No Problem.,✔ Offline Play,Install now and feel the best airplane flight experience!",,,"  100,000 - 500,000  ",21-Mar-16,2, 17M  ,,"1,470",3.9,Flying Muscle Car Simulator 3D
      2.3 and up    ,Simulation," Farm games pushed to a new level of realism , Corn Reaper Farming Simulator , is a farming simulator focussed on gathering and processing corn. Corn is one of the most viable products in the United States (and other countries) therefore very important for the world economics. Corn can be used for many different end-products. This farming game will have you focussed on this for te duration of your gameplay! , Drive a real corn reaper and learn to be a real farmer! ,Driving a big corn reaper is not as easy as you would think. Farmers all around the world will struggle for the first few minutes driving a corn reaper or harvester. It’s up to you to master the art of driving a corn reaper harvester. If farming games are your thing. , Corn Reaper Farming Simulator ,  is the farming game for you!, 20 epic farming missions are awaiting your “farmers touch” ,This farming simulator missions are made from easy to harder and longer. This means that the first ones will let you feel the farm game and learn to drive the corn reaper harvester. We wish you the best of luck! , , Corn Reaper Farming Simulator ,  Game Features: , ,▶ A new farming game for you to enjoy! ,▶ Learn to drive a real harvester! ,▶ 20 epic farming missions! ,▶ Are you ready for it? ,  *** ANY IN GAME PURCHASE WILL REMOVE ADS FOREVER ***,We’re on Twitter, Facebook and more - find us on your favourite networks to hear about our newest games and other news updates:,Facebook - ,https://www.facebook.com/MobileGamesbv,Twitter - ,https://twitter.com/mobilegamesbv,YouTube - ,https://goo.gl/snGH7I",,,"  5,000 - 10,000  ",5-Apr-16,1.1, 31M  ,,60,4.2,Corn Reaper Farming Simulator
      2.3.3 and up    ,Puzzle,"Clash of Gems is a whole new experience in match 3 games, and if you’re out of other matching games to play, this is definitely one to check out.   Clash of Gems is a colorful and exciting match 3 puzzle game that you just can’t pass by! ,Get ready to explore a fantastic new world of adventure and excitement. Work fast and match smart to complete the level before your moves run out.   Clash of Gems is easy to start, but a challenge to win: match 3 or more gems in a line, crush the frozen cells, hit the magic runes and get the highest score! ,  Come out on top? Share the results with your friends!  ,With Clash of Gems you will enjoy:        ,        -       3 fascinating game modes: Story, Classic and Survival,	-	24 difficulty levels for all ages,	-	lots of different power-up combinations,	-	colorful gameplay ,	-	eye-catching HD graphics,	-	enjoyable music,If you have ideas for new levels, feel free to contact us. We will be happy to hear your feedback!",,,"  50,000 - 100,000  ",11-Apr-16, 8.9.3  , 39M  ,,360,4.8,Clash of Gems
      2.3 and up    ,Education,"Kids can explore the solar system and visit planets, stars and constellations with Jet and his friends. Ready, Jet, Go, Excelsior! ,Go on a galactic journey with Jet, Sydney, Sean, Mindy and Sunspot from their backyard in Boxwood Terrace through space! Explore, paint, and play, as you learn about planets, stars and constellations.,Features:,·    Dive deep into 300+ planet and constellation facts with Face ,     9000 by exploring or check out the Solar Encyclopedia,·    Point your device to the sky and explore to see real world ,     positions of constellations and planets,·    Play Hide-n-Seek with Jet and Sunspot and earn all the Ready ,     Jet Go! space badges,·    Add color to the night sky! Paint and color stars and ,     constellations. Your artistic masterpieces will stay visible as you ,     continue exploring.,·    Play with favorite Ready Jet Go! characters and listen for silly ,     space facts with Jet and his friends!,The Ready, Jet, Go! Space Explorer app allows players to immerse themselves in the world of Jet and his friends as they explore and play in space in endless ways! Incorporating expert curriculum backed by the NASA Jet Propulsion Laboratory, kids are encouraged to not only learn about space, but visualize planets, stars and constellations in the context of the world around them. ,About Ready, Jet, Go!,The Ready, Jet, Go! Space Explorer app is based on the PBS KIDS series Ready, Jet, Go! produced by Wind Dancer and designed to extend the series’ STEM curriculum. For more learning adventures with Ready, Jet, Go! visit: ,http://www.pbskids.org/readyjetgo,. ,About PBS KIDS,The Ready, Jet, Go! Space Explorer app is part of PBS KIDS’ ongoing commitment to helping kids build the skills they need to succeed in school and in life. PBS KIDS, the number one educational media brand for kids, offers all children the opportunity to explore new ideas and new worlds through television and digital media, as well as community-based programs. ,For more PBS KIDS Apps, visit ,http://www.pbskids.org/apps,. ,Privacy,Across all media platforms, PBS KIDS is committed to creating a safe and secure environment for children and families and being transparent about what information is collected from users. To learn more about PBS KIDS’ privacy policy, visit pbskids.org/privacy.",,,"  1,000 - 5,000  ",7-Apr-16, 1.0.0  , 100M  ,Top Developer,22,3.9,Ready Jet Go! Space Explorer
      2.3.3 and up    ,Racing,"Traffic Motorbike is high speed motorbike simulator game with 5 different mode. Reach the top of the Skyscraper in TRIAL Mode. Collect gold coins and hit enemy cars.,If you like Simulator Games and Motorbike Driving, try it for FREE.,***FEATURES***,* Customizable Rider and Motorbikes,* AAA Physics Engine,* Real World Environments,* Super Motorbikes 10+,* Real Engine Sounds,* Easy Controllers,* Fantastic Suspension,* Tablet Support,* Immersive Mode",,,"  50,000 - 100,000  ",18-Mar-16,1.01, 60M  ,,657,4,Traffic Motorbike
      2.3.3 and up    ,Action,"How good are you at Color Swapped Omega?,Go through obstacles by matching the same color as your donut and collect the stars.,Your color will be changed before every obstacle, so be careful!,Compete with your friends.,*WARNING. HIGHLY ADDICTIVE GAME*",,,"  500 - 1,000  ",28-Mar-16,1, 6.1M  ,,55,3.9,COLOR SWAPPED OMEGA
      2.3 and up    ,Puzzle,"Elansar is a small myst like ""point & click"" adventure game,Explore an island and solve puzzles.,Will you uncover the Island's mystery ?,Game available in English, French, German and Spanish language.,This game was created only by myself for 2 years during my free time.",,,"  5,000 - 10,000  ",17-Feb-14,2.21, 31M  ,,406,3.2,Elansar
      2.3 and up    ,Action,"Play Slither io against other people even if you're not online! Can you become the biggest snake 2k?,Watch out, use your head and time your reaction time just right to jump from one snake to another. If you miss you will explode and get killed. But don't worry it's not game over, because you can start again and again. Eat your way through all the snakes and swerve to stay on top! It's an uba slithery fun game to play.,You can play no matter what size you are, large, small or even tiny slitherio. If you're a nimble sliter navigator, you can swerve on top of larger serpent to advance and defeat them. Don't let the agar glow worm come after you or it will wreck you and you will crash and burn so be agile, try not to die and you will become the biggest slither.io snake the world has ever seen. Because sometimes size matters.,It's victory day!",,,"  500 - 1,000  ",12-Apr-16,1.1, 12M  ,,214,4.3,Slither io
      2.3 and up    ,Simulation,"Flight Simulator - City Flying is the most anticipated airplane simulation developed for Android to date.,We here at i6 Games, we have been studying to perfect the ultimate plane flying simulation. We've refined and  improved the physics of how the plane flies, how it would move during flight, and all the little details to make it the most immersive experience. Right now, you have the opportunity to get involved in the latest, exciting flight simulator!,Get ready pilot, all the thrills of experiencing the control of a realistic commercial airplane aircraft in Flight Simulator - City Flying!,Fly through the air waypoints and help get the passengers to their city destination on time to get a three star rating and unlock even better airplanes!,With 20 unique levels (more coming soon), test your piloting skills to the limits and become the world's greatest airliner pilot, experience all the thrills in the exciting, Flight Simulator - City Flying",,,"  10,000 - 50,000  ",29-Mar-16,1, 37M  ,,212,3.9,Flight Simulator City Airplane
      4.0 and up    ,Puzzle,"Welcome to Fairy Mix 2 —  start a new exciting journey across the unforgettable magic world by Nika Entertainment — candy puzzle adventure company, the creator of the Dreamlike Mix game!,Join the soreceress Jeannie and do your best to fight back Mortimer, an enchanted chest on which an insidious witch cast an evil spell.,★ Collect thousands of flasks with magic potions matching them three in a row!,★ Create the most powerful magical combinations using up to 5 elements in a row!,★ Solve challenging puzzles on more than one thousand levels!,★ Enjoy spectacular explosive effects and colorful flashes of magic combinations!,In Fairy Mix 2 dozens of locations await you — from beautiful woodside in pastel colours to the incredibly green jungles! Moreover, there are even lands where candies grow right on the trees, and sweet jam runs in the river instead of the water! Perhaps there you will meet a real Panda eating crispy cookies! ,And don't forget about your friends!,★ Send lives to your friends and help them pass tricky levels,★ Compete with them and try to set unsurpassable records,Do you like playing King or SGN games? Then there is no doubt you will like Fairy Mix 2!,Visit the website of Nika Entertainment - candy puzzle adventure developer, to learn more about other colourful Match-3 games: ,nikaent.com,And don’t forget to like the game on Facebook:,facebook.com/fairymix2/,Fairy Mix 2 is a  free Match-3 app. But you can always buy extra lives and moves.",,,"  5,000 - 10,000  ",3-Apr-16, 0.0.4  , 30M  ,,107,4.3,Fairy Mix 2
      4.0.3 and up    ,Puzzle,"Welcome to sexy cowboy world!There are beautiful, intelligent cowgirl!There are handsome funny horse!There are all kinds of strange bubbles!There is a rich cowboy world architecture scene!There is a very cool effect screen!There is a clear picture of fidelity!Here are the most smooth gaming experience!There is a very reasonable level logic design!Here you have to make full entertainment space!Fun games play:- 3 or more identical bubbles shot get eliminated.- slide your line of sight to change the direction of Bubble Shooter.- make good use of the line of sight in a line on both sides of the wall to complete the precise ejection.- the key change ball button lets you choose your favorite to shoot the ball in a number of spheres.- I want to be sure to remember the perfect collection conditions required by the level badge oh.- there are a variety of a variety of props to help you, so you need to explore, and are absolutely a surprise!A sexy little girl with a cowboy when only a dream, that one day her through to her cowboy dream world, she was very happy, this time she found the ground had a golden badge, when she touch the moment, she received a delicate female jeans, she can not wait to put on, when she was full of joy when she found qualified to become a cowboy seems to be missing something, in her thinking, an escape is a horse lame one think he ran behind the horse billowing smoke, but the little girl only saw the horse when it shines, she finally knows what she is missing her missing is the horse, so the girl saved this horse horse, and started a fun games!Help sexy girl complete her dream, come and join!",,,"  1,000 - 5,000  ",23-Mar-16,5, 26M  ,,103,4.7,Girl Bubble Shooter Free Games
      4.0.3 and up    ,Education,"Budge Studios™ Presents Crayola Colorful Creatures! Explore the globe and discover a world of vibrant colors, exotic animals and basic geography! On this fun and educational journey, your preschooler will complete a series of exciting mini-games, helping them learn about animal body parts and sounds while developing their observation skills. ,FEATURES,• Explore the globe with a variety of educational mini-games,• Meet 20 wild and exotic animals, each with its own fun fact,• Swipe the interactive 3D globe to pinpoint your animal’s geographical location,• Learn about animal body parts in the “Color the Animal” game,• Roar as loud as you can in the “Animal Sounds” game,• Find the hidden animals in the “Camouflage” game,• Develop hand-eye coordination in the “Feeding” game,• Use your logic to match animal body parts in the “Matching” game,• Approved by Crayola’s education department,• Designed for children aged 2-5 in mind,Visit us: www.budgestudios.com ,Like us: facebook.com/budgestudios ,Follow us: @budgestudios ,Watch our app trailers: youtube.com/budgestudios ,HAVE QUESTIONS? ,We always welcome your questions, suggestions and comments. Contact us 24/7 at ,support@budgestudios.ca, ,COPPA COMPLIANT,Budge Studios takes children's privacy seriously and ensures that its apps are compliant with privacy laws, including the Child Online Privacy Protection Act (COPPA), a privacy legislation in the United States of America.   If you would like to learn more on what information we collect and how we use it, please visit our privacy policy at: ,http://budgestudios.ca/?p=privacy, . If  you have any questions, email our Privacy Officer at : ,privacy@budgestudios.ca,Before you download this game, please note that this app is free to play, but additional content may be available via in-app purchases. It also may contain advertising from Budge Studios Inc.  regarding other apps we publish and from partners, and social media links that are only accessible behind a parental gate. ,BUDGE STUDIOS is a trademark of Budge Studios Inc.",,,"  1,000 - 5,000  ",4-Apr-16,1, 159M  ,Top Developer,19,4.2,Crayola Colorful Creatures
      2.3 and up    ,Arcade,"Multicraft is a game for you moving, make building and change terrain in the 3D environment. This is a not guide; a Game! Multicraft have high quality screen. Collect mine you want and make stock. You will also earn experience from mine works and you will gain a level!,Features for next version:,- Save system.,- Animals / Mobs.,- Night system.,- Attack system.,- Eat system.,- Crafting system.,- Weapon-Armor system.,- Inventory system.,We are not affiliated with Mojang. And it is not an official Mojang app.,The Minecraft Name, the Minecraft Brand and the Minecraft Assets are all property of Mojang AB or their respectful owner.",,,"  10,000 - 50,000  ",19-Mar-16,1, 11M  ,,380,3.1,Multicraft: Pocket Edition
      4.1 and up    ,Word,"A very naughty word game - Hilarious and Irreverent!  ,For lovers of hilarious party games and words games alike.  Compete against your friends or random opponents to construct sentences on the fly using random words.,A game consists of ten rounds.  For each round you are given a topic.  Construct a sentence for that topic by dragging and arranging words from a group of randomly generated words to your work-space before the timer runs out.  At the end of the round, choose from everyone else's answers to vote for the sentence that you think is best!,Points are awarded as follows: ,-One point for each vote for your sentence,-One point for voting for the sentence with the most votes (ties don't count),-One point for getting the most votes (ties don't count),Features:,-Facebook sharing for particularly hilarious answers,-Quick match (auto-matched against random opponents),-Invite 3-7 friends or recent opponents to play a game using google social circles,-Fully functional in-game chat,-Achievements,-Leaderboard,In the works (to be released next patch):,-More topics,-More 'special' words,-better crash reporting",,,  100 - 500  ,10-Apr-16,1.3, 17M  ,,8,4.4,War of the Words
