operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      2.3 and up    ,Role Playing,"The world suddenly opened the door of the dark dimension.,They possessed was plagued people.,Only this powerful weapon can eliminate the evil spirits.,Please create the most powerful ""best weapon"" in the world.,12 kinds of ""Ring of Legends"" will help you.,Gem from the treasure chest of the mysterious lights will create a powerful weapon.,When ""100Combo"" is invoked to obtain a number of Gem. Please remember this point!,Then I will wish for good luck.",,,"  10,000 - 50,000  ",1-Mar-16,1.21, 43M  ,,"1,781",4.6,The Weapon King
      4.0.3 and up    ,Casino,💓 Elegant style and tender design will give you a global sense of Love.,"New Update!,✔ Added demo A brand new slot: Mysterious Slot!,✔ Improved graphics,✔ Improved stability,• Thanks for downloading, we really appreciate your loyalty!,• The next update will available very soon!",,"  5,000 - 10,000  ",29-Feb-16, 1.6.5  , 15M  ,,70,4.5,Love Day 💓 Slot ★ FREE
      2.3 and up    ,Arcade,"This is Piano Tiles 2 – Barbie Princess Girl, Play piano white tile and become a star girl!",,,"  10,000 - 50,000  ",12-Feb-16,1, 1.8M  ,,315,3.8,Piano Tiles 2 (Princess Girls)
      2.3 and up    ,Casino,Doctor Bingo: free BINGO GAMES for android!,#NAME?,,"  5,000 - 10,000  ",28-Feb-16, 1.4.19  , 39M  ,,145,4,Doctor Bingo
      3.0 and up    ,Casual,"Fake Caller ID is a professional and beautiful fake caller id application in Android Market! Get out the trouble, give yourself a fake-call id!,With Best Fake Call application, you can create fake incoming calls to avoid any intolerable situation of your life.Simulate a fake caller id to rescue yourself from an awkward situation, like boring meeting, annoying conversation, meaningless interview.,If you Like Jokes then you can make your friend fool by Fake Call Girls and Girlfriends.","#Version 4,- Minor Bug Fixes",,"  10,000 - 50,000  ",28-Feb-16,1.4, 4.2M  ,,273,4,Fake Call Prank
      2.3 and up    ,Puzzle,"Escape Games Day-218 is a point and click escape game developed by JoyArrows.,It has contains scenes of Forest and Forest Huts.,In that game have to Escape the THIEF from FOREST HUT.,In this Game contains some hidden objects and simple puzzles.,You have to find the objects where it is hidden and have to solve the puzzles to Escape THIEF from FOREST HUT.,Are you to ready to play the game.Use your smart skills.,All the best.,Have more fun.",,,"  1,000 - 5,000  ",23-Feb-16, v1.0.0  , 2.5M  ,,68,4,Escape Games Day-218
      2.3 and up    ,Arcade,Twist is funny game for all people,"update 1.1.,fix bug",,"  1,000 - 5,000  ",22-Feb-16,1.1, 19M  ,,88,4,Twist
      2.3 and up    ,Adventure,"Chicken run!!! is a simple and addictive adventurous run game with awesome gameplay. Our chicken is starving in this farm with cruel farmer, help the little chicken to run and collect all its eggs from the farm without being caught by the cruel farmer. Just click the screen to make our chicken to jump all obstacles. This farm chicken run is the best adventure game for this season. It has the best fun run game with good graphics and music.",minor bugs fixed.,,"  10,000 - 50,000  ",24-Feb-16,1.01, 3.6M  ,,150,4,Chicken Run
      2.2 and up    ,Trivia,"Guess Zootopia Word Games, with the image you must guess the characters and fill the letters. how to play? It is very easy to just touch them to make a word to complete these steps. you can use the help to some degree. are you ready now?",,,"  1,000 - 5,000  ",2-Feb-16,1, 2.0M  ,,46,4.1,Guess Zootopia Word
      2.3 and up    ,Racing,Russian Moto Traffic Rider 3D take bikes games to a new level. Have fun by driving great russian bikes. Try to dodging cars and other traffic while you speed up to the limit. Try to earn the respect of your fellow bikers!,,,"  10,000 - 50,000  ",2-Feb-16, 1.0.1  , 40M  ,,550,4.1,Russian Moto Traffic Rider 3D
      2.2 and up    ,Casual,Puzzle Subway is an exciting and free and puzzle game where the objective is to cut the pie,,,,25-Feb-16,1, 2.4M  ,,433,4.2,Puzzle Subway
      4.0.3 and up    ,Board,Real Carrom is all set to bring back a unique 3D Carrom board game experience for the digital era!,"What's New in Ver 1.0.3,Multiplayer bug fixes,Score update fixes,Daily coin bonus increased to 500,100 coins reward when there are no videos to be played,Get 2000 coins on signing in the next 48 hours,What's new in 1.0.2,Multiplayer player turn issue fixed,Minor bug fixes",,"  100,000 - 500,000  ",23-Feb-16, 1.0.3  , 30M  ,Top Developer,"6,698",4,Real Carrom
      4.0.3 and up    ,Casual,"When it’s time for your favorite sport to start for the season, there’s nothing better than getting together with friends, watching the game, and eating tasty food! Sports parties may seem like madness to those without a team in the game, but there’s nothing more fun and fulfilling than rooting for your team with a full belly!, , In Sport Game Party Food, prepare the best spread for tonight’s game! Use your cooking skills to make the crispiest wings, then toss them in tasty sauces that will make your friends drool and come back for more. Whip up party dips and enjoy them with tasty chips. Put together cool snack foods with small sausages, crackers, and more. When your sports season is here, let your taste buds be your guide and make party food your friends will never forget!, , Product Features:, - Easy to use controls. Just tap and swipe!, - Sports themed cooking game with gameday foods., - Cool food decorations to take your party up a notch!, - Learn to cook tasty foods., - Wings, dips, and more!, - Cool decorations to take your party up a notch!, , How to Play:, - Use interactive controls to play the game., - Choose yummy sports party foods to cook., - Decorate party foods to serve!",,,"  1,000 - 5,000  ",2-Feb-16,1, 38M  ,,17,4.2,March Champion Sport Food Game
      4.0 and up    ,Action,Are you a fan of a Hunting Games? Get ready for the best hunting and survival game in mobile.,"•Thick 3D Forest, Open to explore!,•3D Animated African Animals.,•Choose from among six different weapon types.,•Binoculars to locate far away animals.,•Realistic sound and graphics effects",,"  1,000 - 5,000  ",25-Feb-16,1.1, 70M  ,,49,4.4,Wild Hunter Jungle Shooting 3D
      2.3 and up    ,Arcade,"This is the 3D version of classic Color Switch game. Game contains many new obstacles, new crazy game mode, beautiful looking graphics design.",,,"  1,000 - 5,000  ",19-Feb-16, 1.0.6  , 17M  ,,20,4.2,Color Switch 3D
      4.0.3 and up    ,Adventure,"Hit the road with young sorceress, who has found the most unusual town - The Ghost Town, driven by her family's secrects.,Ghost's life in this wondrous town ran its course until mysterious and mighty Dramatist appeared among them. This man makes helpless ghosts play unfamiliar roles in his sinister spectacle. He brought under his will allmost all the townspeople, and now they need your help!,Adventure genre will not leave unmoved those, who likes riddles and interesting puzzles;,Remarkably disclosured personality of every character you meet;,Exciting story filled with bright moments, unexpected twist and kind humor, of course;,Amusive and simple game mechanics easy to learn.,Start your adventure right away and free law-abiding citizens from Dramatist's oppression.",Anna’s adventures continue!,,"  10,000 - 50,000  ",19-Feb-16,2.7, 56M  ,,"1,577",4.5,Ghost Town Adventures
      2.3 and up    ,Simulation,"After the great success of Hungry Blue Shark Revenge Play the new Hungry Shark Simulator 2016 to get revenge and get to experience the sea life at its finest.For the first time,you get to be on the evil side, become a vicious blood thirsty SHARK. With all its terror, Take control of an Angry White Shark in this action packed adventure.Become a Brutal Shark and hunt to Survive. Eat everything in your way and keep the killing going as an angry shark 3d.",Level 4 Bug Fixed,,"  1,000 - 5,000  ",8-Feb-16,1.1, 40M  ,,27,4,Hungry Blue Shark Revenge 2016
      4.1 and up    ,Educational,"Pocoyo Puzzles is an app conceived for the smallest of the house, with which they will have fun solving more thatn 30 different puzzles while improving their oral comprehension.",Fix minor bug in no english or spanish audio,,"  1,000 - 5,000  ",22-Feb-16,1, 49M  ,,18,5,Pocoyo Puzzles Free
      2.2 and up    ,Puzzle,"During his Europe trip, a tourist trapped inside the Rusting Hall.There are some clues, puzzles and objects left. Find those objects and hints, solve the puzzles and help the tourist to escape out.",,,  100 - 500  ,21-Feb-16, 1.0.0  , 16M  ,,132,4.7,Escape From Rusting Hall
      2.2 and up    ,Arcade,Puzzle Craze is an exciting and free and puzzle game where the objective is to cut the pie,,,,25-Feb-16,1, 2.5M  ,,"8,396",4.2,Puzzle Craze
      2.3 and up    ,Puzzle,Escape Games Day-215 is a point and click escape game developed by JoyArrows.It has contains three natural scenes and single rooms.In that it has contains some hidden objects and simple puzzles.you have to find the objects where it is hidden and has to solve the puzzles.Are you to ready to play the game.Use your smart skills.All the best.Have more fun.,,,"  1,000 - 5,000  ",19-Feb-16, v1.0.0  , 2.3M  ,,94,4.4,Escape Games Day-215
      4.0 and up    ,Action,"“Learn from yesterday, live for today, hope for tomorrow.”,   - Albert Einstein –",,,"  5,000 - 10,000  ",15-Feb-16, 1.3.0.0  , 83M  ,Top Developer,651,4.3,Hellgate : London FPS
      2.3 and up    ,Simulation,real driving pleasure and advanced physical engine with real map,,,"  1,000 - 5,000  ",9-Feb-16, 1.0.0  , 36M  ,,49,3.8,Great Driving Auto 5
      2.3 and up    ,Casino,"Welcome to Virgin Casino. We’re all about having fun here (and winning big, of course!). We want you to have that exciting casino experience from the comfort of… anywhere!",Stability Improvements,,  100 - 500  ,23-Feb-16, 3.5.7  , 49M  ,,16,4.2,Virgin Casino
      2.3.3 and up    ,Casual,"Touch for right turn.,Release for left turn.,Buon appetito.",,,"  1,000 - 5,000  ",4-Feb-16,1, 17M  ,,83,4,1 Meter
      2.3 and up    ,Simulation,"Step into the deep oceans and explore the underwater world with Angry mermaid! Play as a cute mermaid and enjoy marine life from the shoes of this enchanting mythical creature. This cute little mermaid will definitely steal your heart! Use magic and live the amazing and legendary life of a Princess mermaid who can attack on shark , sea horse , orca and whale. Put spells on fishermen trying to harm other sea animals!You can interact will other sea animals and have a social life beneath the water!Feel like a real angry mermaid who is wandering around the beautiful ocean in this new simulation big fish games 2016.",,,"  1,000 - 5,000  ",12-Feb-16,1, 49M  ,,36,3.9,Cute Mermaid Simulator 2016
      4.1 and up    ,Racing,"Select one of the available cars, take as many enemies as you like and get ready for total destruction! Piles of metal, tires, broken glass and sand!",,,  100 - 500  ,23-Feb-16,1, 76M  ,,64,4,WreckRising: Car Crash Game
      2.3 and up    ,Arcade,"Turn the circle left and right, collect dot's and avoid the spikes",,,"  1,000 - 5,000  ",20-Feb-16,1, 5.8M  ,,56,4.2,360 Skip Spikes
      2.3 and up    ,Simulation,"Drive Snow Plow in City - this is a game application simulator snowplow. It dropped a lot of snow? Love the clean city? Helping people and residents? Try to remove all the snow from the roads and streets of the city! People will be happy.,Start playing for free now and play without the Internet anywhere in the world!,Leave us your evaluations and suggestions, and we will consider all your comments when you upgrade!",,,"  1,000 - 5,000  ",4-Feb-16,1, 43M  ,,28,2.5,Drive Snowplow in City
      2.3 and up    ,Puzzle,Escape Games Day-219 is a point and click escape game developed by JoyArrows.It has contains three scenes.In that it has contains some hidden objects and simple puzzles.you have to find the objects where it is hidden and has to solve the puzzles.Are you to ready to play the game.Use your smart skills.All the best.Have more fun.,,,"  1,000 - 5,000  ",23-Feb-16, v1.0.0  , 2.0M  ,,76,4.3,Escape Games Day-219
      2.3.3 and up    ,Arcade,Racey Track - Fun Block Car Racing,Ready to race!,,"  500 - 1,000  ",21-Feb-16, 1.0.2  , 41M  ,,20,4.1,Racey Track
      2.3 and up    ,Action,Welcome to The Grand Auto! This game is a real simulator of criminal life in a vice and evil city. ,"update v1.0.6,- Fixed a bug with the rotation of the camera in the first person,- Fixed bugs with hydrochloric sound,- Improved minimap",,"  5,000 - 10,000  ",29-Feb-16, 1.0.6  , 80M  ,,372,4.1,The Grand Auto
      4.0 and up    ,Adventure,"The wonderful world of adventure game ""Five Nights at Freddy"" now you can draw! We all have our favorite cartoons and computer games and some of them are so fascinating that I want to spend time with them all my free time! And what kind of game you love? If you have at least once played in Five Nights at Freddy's - you know, it's quite an extraordinary thing! After her story so exciting and fun that you become a fan of Five Nights at Freddy's after the first attempt to play! Especially for fans of Freddy virtual world we have created an application that will allow you to get even more pleasure from hanging out with your favorite characters! After all, you can draw FiveNightsFreddy's right in your mobile devices now! Our artists and programmers have joined forces and created Freddy's Drawing for you. Download the app to your mobile device, you get access to a large bank of images, where you can choose any character of your favorite games. Next you are offered with detailed step by step instructions, with which you can draw&paint any of the character ""Five Nights"". And only you can decide whom to draw first: Mike Schmidt, phone guy, Bonnie The Bunny, Chica The Chicken, Foxy The Pirate or maybe Freddy Fazbear. Instructions for drawing Freddy's characters includes ten steps each. Each ""step"" brings you closer to the creation of an ideal portrait of the beloved hero of the video game. Draw a Freddie pizzeria, its guards and animatronics. The application is available for download and you can do it in one click. Survival horror drawing style was not so easy never before ! In addition, you can draw at any time and anywhere, even when you're offline! You can Draw the characters point-n-click games even if it first drawing in your life! After all, our app can master even beginners. Even children can learn to draw Freddis popular heroes. Let your artistic talent to develop, practice in drawing, as often as possible, because it is very easy and does not require additional equipment, as a canvas and paint! Being an artist is now just see for yourself by installing a mobile application for drawing Five Nights at Freddy's on your phone or tablet.",,,"  1,000 - 5,000  ",12-Feb-16,1, 38M  ,,402,4.7,How To Draw Five Nights
      2.3 and up    ,Casual,"Hello, parties are very beautiful. People give parties whenever they have something to celebrate.  We carefully organize a party for everything to be perfect, we choose the best food and drink, choose a nice location, decor and invite all the people dear to us. Today, through this game for girls you'll be able to participate in the most beautiful party in high school. We all know that high school is a beautiful period and prom is very important and therefore we have great confidence in you that you will help us to organize the most beautiful party. We have three friends who want to go to prom and only you can help them look perfect in order to win the prize. An event like this requires a lot of hard work and patience, be very attentive to detail and will surely be an unforgettable party. If you can handle this special mission in the future you can become an organizer of parties.,Our friends will be very happy because you decided to help them.,Success!",,,"  10,000 - 50,000  ",8-Feb-16,3.5, 44M  ,,125,3.8,High School Girls Party
      2.3 and up    ,Simulation,"Gun Sim Weapons - perfect gun app with big arsenal of firearms for all weapons lovers and for all the people who love simulator games and who enjoy playing weapon games. Extraordinary fun and fantastic virtual weapons you will have with this weapon simulator. So, don't wait anymore, download this app now and have great feeling of virtual shooting. Modified simulations of assault rifles, sniper and submachine gun you will have on your phone with this app. But, not only this. More great things like realistic weapon sounds and totally authentic weapon mechanics this app will bring to your phone. If you ever dreamed that you are a brave solder and that you are fighting in the war or you just liked to play with weapons when you were a little kid then this weapon simulator is perfect for you.",,,"  10,000 - 50,000  ",2-Feb-16,1, 32M  ,,129,3.6,Gun Sim Weapons
      4.1 and up    ,Music,"Join us on Twitch , to WIN unlocking codes and chat about the next updates.","First off, thank you all so much for playing Lost in Harmony and for all your messages and kind reviews!,On this new version :,- Support the Nexus 9,- Bug fixes, tweaks and improvements",,"  100,000 - 500,000  ",12-Feb-16, 1.1.1  , 286M  ,,"23,352",4.6,Lost in Harmony
      2.3 and up    ,Puzzle,"Embark on a journey through magical dream landscapes, as imagined by best-selling artist Phatpuppy.",,,  100 - 500  ,21-Feb-16, 1.0.10  , 47M  ,,25,4.4,Match 3: Sweet Dreams
      2.3 and up    ,Racing,"8 Ball Mania! Believe it you must love it!,PRESS REVIEW:,Experience the fun to be a master in 8 Ball Mania! Best of all, it’s totally FREE! ,When you play it once, you won’t stop. ,It will help you enjoy a pleasant time!,Game Features:,*Login facebook play with your friends ,*Realistic 3D ball,*Relaxed background music and interesting sound.,*Touch the screen for control game stick",,,  100 - 500  ,24-Feb-16, 1.2.2  , 8.4M  ,,193,4.2,8 Ball Mania
      4.0 and up    ,Action,Have a blast! Bomb oodles of nasty critters in a series of 30 wicked mazes! Defeat hellish bosses in heroic fights!  Embark on a hilarious journey with the witty Dr. Wallow to conquer the galaxy in this explosively fun arcade game! ,,,"  10,000 - 50,000  ",11-Feb-16, 1.0.0  , 176M  ,,514,4.1,Bombing Bastards: Touch!
      2.3.3 and up    ,Casual,"The chicken Duoduo was captured by a damned Eagle , in order to rescure Duoduo, chicken mother lead children embarked on a dangerous journey.,On the way not only to beat the Hawks, but also continue to store winter rice and pumpkin. In order to avoid the mother's track, ,the eagle sent a group of weasels and the big bad cat to hinder the chicks forward.,The brave chicks need to face all the challenges and overcome all the difficulties.","1, The interface is more beautiful, the game is more fun.,2, Added more fun elements and gameplay.,3, Speed up the startup speed.,4, Some bug fix.",,"  10,000 - 50,000  ",15-Feb-16,0.5, 19M  ,,467,4.4,Chicken Splash 2
      4.0.3 and up    ,Adventure,"Undersea complex called Emerald Maiden hides a lot of dark mysteries. On the surface it appears to be a paradise, when in fact it’s not what it seems to be. Reveal the secret hidden in dreams and save your loved ones!",,,"  5,000 - 10,000  ",17-Feb-16,,,Top Developer,626,4.4,The Emerald Maiden
      2.3 and up    ,Casual,"Simple classic bubble shooter game, similar to the web version.",,,"  5,000 - 10,000  ",18-Feb-16,1, 9.8M  ,,124,4.3,Bubble Shooter
      2.3 and up    ,Casual,Grandma Susie and her friends are getting ready for the exciting upcoming Fashion Party. ,,,"  5,000 - 10,000  ",15-Feb-16,1, 30M  ,,63,3.6,Grandma Fashion Boutique
      3.0 and up    ,Simulation,"In a fantasy land where animals from all walks of life collide--from tropical rain forests to the woods, jungles, and safaris--comes one of the most feared predators: The Vicious Komodo Dragon. Stout yet hungry, this creature should not be underestimated! Waging revenge on humans, creeping insidiously and looking for its next prey, it hunts humans and animals ruthlessly.,Play as the deadly Komodo Dragon looking to slay your victims. Crawl your way through the vegetation while you stalk out your prey! Utilize your stealth and cleverness to carefully calculate the right time to strike: attack silently and use your deadly venom to paralyse and kill. Teach a lesson to human hunters as well, who want to champion your defeat with a trophy! No deer, wolf, or tiger stands against the mighty DRAGON!",,,"  10,000 - 50,000  ",8-Feb-16,1.1, 50M  ,,329,3.8,Komodo Dragon Rampage 2016
      2.3.3 and up    ,Pretend Play,Who says only boys love cars? In this game made for girls you can become a car washing spa specialist by cleaning a lot of funny cars. You have to use all kind of different spa salon beauty tools to get the job done.,,,  50 - 100  ,23-Feb-16,1, 80M  ,,4,2.2,Amazing Car Wash For Girls
      4.0 and up    ,Action & Adventure,Create and customize your sweet little pony and prepare for a magical adventure through the dream world or candy land! Fun pony dress-up game for girls! ,Reduced file size.,,"  10,000 - 50,000  ",19-Feb-16,,,Top Developer,73,4.3,Run cute little pony race game
      2.3 and up    ,Education,"After 9 months of pregnancy this cute Mermaid is about to become a beautiful Mother, in this fun Mermaid newborn baby game, we will join her on a fun and full of surprises journey to the Hospital!,Take a moment to explore the beautiful plants and creatures that hide in the deep Ocean and than start from Number one, which is the first level you will have to complete in order to help our little mermaid princess get ready for road.,You can leave you're house without cleaning up and leaving all things organized properly, that is why we're going to play a fun educational game of finding objects and placing them in the right spot at the left panel, after placing all the things for Angela, you might want to clean up the place also of her pet's toys, yeah, don't think that Mermaids aren't aloud to have pets, even more, in the next level you'll get to play a fun pet game with her little green and funny fish.,Have lots of fun learning how clean and take care of her little fish, and after you wash him, cut his extra scales and also cleaning him out of all the algae you can get back to your trip.,Visit the local fast food, and learn by playing a fun cooking game for kids how to prepare a delicious hamburger, how to prepare a tasty donuts and last but not least how to make her a juicy and healthy milkshake!,Next stop is at the Ocean Pharmacy, where we're going to learn how to take the pressure, how to take her temperature and lots of other fun medical tests, even more we're going to prepare our mermaid a natural treatment!,As you can see there are lots of puzzles in this fun children game and also lots of things to learn and discover, so don't stop at the Pharmacy make your way to the Hospital and learn more things about our gorgeous mermaid who's just about to give birth in there and she will definitely use your help!,Features:,- Gorgeous Graphics,- Lots of fun educational minigames,- Simple and intuitive gameplay,- X-Ray and all kinds of medical tools to play with,- Suitable for children of any age!","Premium Level Unlocked!,Bugs Fixed!",,"  10,000 - 50,000  ",15-Feb-16, 0.0.26  , 39M  ,,56,3.6,Mermaid Newborn
      2.3.3 and up    ,Action,Welcome to Switch Color 2 a simple addictive gameplay. You will be moving very fast and have to switch quickly to go far.,,,"  1,000 - 5,000  ",14-Feb-16,1, 6.5M  ,,30,3.9,Switch Color 2
      4.0 and up    ,Simulation,Get ready for 2016 nonstop adventure with Offroad Driving Simulator 2016. Race cars through dangerous offroad mountain track and tricky narrow trench. Drag big wheels on mud patches and avoid obstacles. Drive like a professional bus driver along the treacherous twists & turns.,"New Features Added,Improved Gameplay",,"  10,000 - 50,000  ",15-Feb-16,1.1, 46M  ,,132,3.7,Offroad Driving Simulator 2016
      4.0 and up    ,Adventure,Welcome to the amazing sweet land in one of the best matching games in the world! ,#NAME?,,,26-Feb-16, 1.0.2  , 42M  ,,"1,192",4.7,Jelly Monsters - Sweet Mania
      2.3 and up    ,Simulation,"Life of a pilot is never so easy. Flying high in the skies is the passion that makes you a perfect airplane pilot. A multi-tasking game that will take you to the height of airplane flying, bus driving, oil tanker transporter truck drive and fire rescue truck simulation. A complete gameplay story to let you enjoy the real thrill of a 3d simulator. The game begins with airport bus driving to transport passengers & tourist from the terminal to the airplane. Be the push back driver to fulfil your duty on the runway. Make sure the fuel tank is full. Drive the oil tanker to fuel the plane before the flight takes off. A new chapter in the simulation games with multiple challenges ahead.",,,"  10,000 - 50,000  ",3-Feb-16,1, 50M  ,,393,3.8,Airplane Flight Airport Rescue
      3.0 and up    ,Adventure,"2016 first classic pixel mobile game – Tale Adventure,   ,Snow White bully the queen?! Little Red Riding Hood chasing the wolf grandmother?!,   ,Massive of famous fairy tale characters mix together without limits to subvert your memory of the fairy tale!,Create a fairy tale Knight group, easily to walk through the pixel kingdom!,PS: This product belongs in the lay aside games category, do not need long time login, but if you have time, please remember to come back to see your knights, can enhance the combat power of the knights ~,   ,FB fan page: ,   ,●Game Features--- don’t miss out! ●,   ,===Main gameplay===,   ,Group adventure: Collect massive of fairy tale characters to begin adventure! Matching ""skills"" to enhance the ""four-dimensional"" to strengthen the team!,   ,Gather resources: The special forest system, looking for the strengthen resource! However, please beware of the Piranha flower!,   ,Arena Mode: 25VS25 gang fights with other players! If it fails, remember to adjust the configuration of team and fight again!,   ,===Game Details===,   ,★「Tale Adventure」Massive of fairy tale characters mix together without limits!,．Up to 200 fairy tale characters group together, evil little red riding hood, and violence Cinderella to subvert your impression!,．Many combo skill to enhance the strength! Remember to let Aladdin and the God of Lamp to play together!,．Revisiting the Japanese classic pixel style, take you back to the childhood fun of single games!,   ,★「Tale Adventure」Special forest system! Upgrade material dig yourself!,．Players will gather the strengthen plant material in the forest, but the choice of route is very important!,．In the process of mining while also defeated tree monster, get the props of awakening!,．Take advantage of forest system, it is the main system which provide upgrades or strengthen material.,   ,   ,★「Tale Adventure」25vs25 large group fights! Battle Arena!,．Every once in a while, there will be 10 players in the arena waiting for your challenge!,．Remember, first is the deployment of the lineup, and then improve the four-dimensional, you will be invincible!,．Don't worry even failure~ Happy and relax is the true meaning of the game!,   ,   ,★「Tale Adventure」Start from now playing game will not be tired anymore!,．The main resources can be obtained through the auto system, even if not online, you also can always upgrade!,．This game is suitable for all player, whether you are busy, or would like to pass the time!,．Remember to come back to look at your fairy Knight once you have time, because they will miss you very much!,   ,●We’d love to hear from you!●,Please leave your opinions/suggestions on our forum, FB fan page, or email us.,Every comment will be read! It’s the way we improve our game,   ,	Official website:,	FB fan page: ,	Official mail: ",,,"  1,000 - 5,000  ",23-Feb-16,1, 43M  ,,265,4.3,Tale Adventure
      2.2 and up    ,Casual,Cut the PizzaSlice is a fun and easy puzzle game,,,"  10,000 - 50,000  ",19-Feb-16,1, 3.6M  ,,"7,483",4.4,Cut the PizzaSlice
      2.3.3 and up    ,Arcade,Tap the Damn Daniel Button and have a good laugh with your friends.,"Added ""Back at it again with the white vans"" sound as well",,  100 - 500  ,22-Feb-16,1.05, 22M  ,,13,4.5,Damn Daniel Button
      2.3 and up    ,Arcade,"A fun game about destroying the stickman !,Speed up and collision in stickman !,Earn coins ,Buy new vehicles,Unlock new levels","- Added 4 new maps (total was 8),- Added until a new transport,- Added brake button,*This is of course not everything, we will continue to update and improve the game.",,"  10,000 - 50,000  ",28-Feb-16, 0.9.5  , 28M  ,,657,4.2,Stickman Annihilation
      2.3.3 and up    ,Strategy,"If you wish to become a better player, this guide might help you to be such one. It is very easy to follow, accompanied with easy to follow tricks, which you can implement with relatively speed. Enter the arena once you are armed with more info, since knowledge is power and it can boost your game level. ,Thank you very much for getting our app.",,,"  10,000 - 50,000  ",14-Feb-16,1, 2.6M  ,,975,3.1,Guide for Clash Royale
      2.2 and up    ,Casual,Hugs and cuddles for all!,,,  100 - 500  ,15-Feb-16, 1.0.0  , 33M  ,,31,4.5,Hidden Difference Hug & Cuddle
      2.3.3 and up    ,Puzzle,Color switch 2016 free game for everyone. The ball switches color after passing each obstacle. Fall into the wrong color and game over. Play against other color switch 2016 player with the Leaderboards in this game.,V1.0.2: updated performance for game,,"  1,000 - 5,000  ",4-Feb-16, 1.0.2  , 7.7M  ,,26,4.2,Color Switch 2016
      2.3 and up    ,Casual,"Follow these Crazy Hearts through a beautiful and uniquely-styled world. Celebrate all things lovely, just in time for Valentine's Day!",,,"  5,000 - 10,000  ",1-Feb-16, 1.0.3  , 38M  ,Top Developer,150,4.6,Hidden Object - Crazy Hearts
      2.3.3 and up    ,Simulation,Physics based bike stunt game.,,,"  10,000 - 50,000  ",22-Feb-16,1.1, 6.5M  ,,233,3.8,Bike Stunt
      4.0 and up    ,Adventure,Play a detective keen in snooker and match 3 games to solve this mystery whodunit filled with intrigue! Deep in this adventure game with awesome hidden object scenes. ,"Thank you for your comments!,You help us improve the game!",,"  10,000 - 50,000  ",4-Sep-15, 1.0.10  , 89M  ,,253,4,Night in the Opera
      2.3 and up    ,Simulation,"START YOUR FARMING ADVENTURE WITH REAL TRACTOR SIMULATOR 2016! ,Are you ready to drive your epic tractor for miles and miles to come? In Real Tractor Simulator 2016 we have multiple tractors available for you to drive. Your objectives vary a lot in Real Tractor Simulator 2016. You will have to pick up certain items like potatoes, onions and other farming supplies and transport those to one of the many cities in this game. ",#NAME?,,"  100,000 - 500,000  ",9-Feb-16,1.2, 48M  ,,786,3.7,Real Tractor Simulator 2016
      2.3 and up    ,Casual,Take a journey through a fantasy world filled with stunning sights in Mystique Elves. Hunt for artfully hidden items among the mystical scenes.,,,"  1,000 - 5,000  ",15-Feb-16, 1.0.4  , 54M  ,Top Developer,112,4.6,Hidden Object - Mystique Elves
      2.3 and up    ,Casino,Prepare to win it big with Double 75x Slots!,,,"  10,000 - 50,000  ",18-Feb-16, 1.0.2  , 16M  ,,122,4.1,Double 75x Slot Machine
      2.3.3 and up    ,Action,Color switch hard is an addictive reflex game.,#NAME?,,"  5,000 - 10,000  ",3-Feb-16,1.3, 7.3M  ,,41,4.3,Color Switch Hard
      2.3.3 and up    ,Arcade,"The concept of color switch 2 is to tap the ball through each obstacles, and let the ball switch colors with every powerups !,You have to collect as many stars as you can so you can beat the score of your friends.,Becareful not to pass through to the wrong color so that you won't start gain !,This is the best version of color switch yet , so enjoy it and beat your friends high score !,And don't forget to rate us please.,Features of the game : ,- Beautiful graphics.,- Addictive game.,- Online scoring.","- UI updated.,- New features.",,"  1,000 - 5,000  ",17-Feb-16,2.1, 5.6M  ,,55,3.8,Color Switch 2
      2.3.3 and up    ,Educational,"There, there! Candy is here! Wow, look at her. She’s kind of a little repair expert who has a knack for fixing everything. The sweet child lives in an amazing town, a community full of happiness and love. You can smell that sweetness in the air every single day. But sometimes things happen that makes a lovely day bad. Oops, the fish tank is cracked. Oh, no…is this the seesaw’s broken body? Even Toby's space “vehicle” has fallen apart. But, it’s no big deal. Super Candy always shows up at the right moment and gives all those items a second life. Got anything that needs to be fixed? Let this little wonder girl give it a magic touch!",,,"  100,000 - 500,000  ",1-Feb-16,1, 54M  ,,922,4.1,Super Candy: Let's Fix It
      2.3 and up    ,Casual,"Let's teach you how to cook delicious cakes by using our real , famous recipes.,Worldwide known and very popular our cooking game has real cake recipes which you can use in your own house too !,From Blueberry cake to any other cakes you want , playing our game you can learn how to become a cake chef.,Make the flour mixture using the ingredients we tell you to use , learn how to perfectly slice the cake dough or how to use your hands to prepare the flour dough .,We will also teach you how to roll the pieces of dough and make the cake bottom !,Don't forget about the mixture that is very important for any cake and also bake and decorate the cakes !","Improved gameplay,Fixed Bugs,New Level : Cheesecake Cooking",,"  10,000 - 50,000  ",29-Feb-16, 2.0.0  , 43M  ,,89,3.8,Cooking Cakes - Food Games
