operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      3.2 and up    ,Casino,"Slots 777 - the hottest casino slots game! Play free slots with Wilds, Free Spins and Bonus games, just like casino slots in Vegas.,Love free slots?Love casino games? This is the slot machine you will enjoy!,★★★★★ WIN THE BIGGEST JACKPOT SLOTS! PLAY SLOTS 777 TODAY ★★★★★,Spin to win the BIGGEST jackpots in electrifying Vegas style slot machines and mini games in Slots 777 Casino! Keep the coins flowing in all of our casino games and hit one jackpot after the next!Fans of Las Vegas slot machines will LOVE all of the free slot and mini games! ,Slots 777 Casino Games Features:,- Stunning selection of casino slots,- Premium graphics and sound effects,- Free casino games with authentic Vegas look and feel,- Play mini games free of charge! These free casino games increase your earnings and get you closer to Vegas domination,- Enormous JACKPOTS,FREE to play every day,- Auto spin & Fast stop,Experience Vegas at its best as you play authentic free video casino slots – anytime, anywhere! you can exactly like the ones found in the best casinos in Vegas and around the world!free video slots are at your fingertips... awesome 777 casino fun awaits!,Fans love Slots 777 - Casino Slot Machine:,""You've found the best slots app on Android!"",""I enjoy playing these slots games.It's definitely addicting."",""Great casino lots of games bonuses and payouts!!"",""This jackpot slot games is the best!"",""One of the best slot games I have ever played!"",Let's gamble with your 888 Casino maybe you become a millionaire overnight.Just don’t linger, take your broom and make trip to 777 Slot Machines to reveal all gainful secrets of the pokies.,Download & Play SLOTS 777, the best casino game where you can enjoy slots fun anytime anywhere!",,,"  50,000 - 100,000  ",3-Mar-16,1.12, 34M  ,,"1,679",4.7,Slots 777:Casino Slot Machines
      2.3 and up    ,Arcade,"A crazy cooking fever in the kitchen with yummy five star food recipes and Chef Audrey! Join the tasty dash, travel and explore towns, each with a new restaurant, cafe, coffee shop, bakery or diner ! Sounds like fun? Roll up your sleeves and get ready to cook, serve and make customers happy with various challenges in this cafe world! Can you survive the frenzy?,Are you ready to live the life of a rising star who just graduated from the chef academy? Cooking Tale will fill your dreams of being a chef and cooking various food of the world cuisine. As well as basic dishes like burger, pasta, hot dog, pizza and tasty desserts like ice cream and cake, in Cooking Tale, you'll find exotic and gourmet dishes from all around the world. The Chinese prefer Deep Fried Dumplings and Vegetable Lo Mein while you'll have to be baking cupcakes for the English tea time! ,The most important of all, Cooking Tale is an addictive time-management game in which you'll have to reach the perfect speed and skill in this amazing kitchen dash! Some dishes are ready to be served at once but some of them are prepared with up to three steps. Your kitchen is equipped fully with all the cooking tools you need, and there are many more in the Shop, even more advanced and useful! Take orders, scramble eggs, serve noodle and make more money for super upgrades! ,Every new episode on the map will bring you a new restaurant with new recipes and more fun customers to deal with! Your mini stall might be visited anytime by different characters. A surprising illusionist and even a thief may stop by! Prepare yourself for the rush!,Mix ingredients, prepare dishes and put your time management skills to the test by serving all the customers before your time runs out! Every level has a different challenge and fast-paced fun! Play now and...,★ COOK hundreds of different DISHES!,★ DISCOVER amazing RESTAURANTS and TOWNS on the map!,★ LEARN RECIPES from around the world!,★ SERVE super-fun CUSTOMERS on time!,★ UPGRADE and BOOST your KITCHEN with brand-new tools!,★ CHALLENGE the other CHEFS on every level!,★ CONNECT with your FRIENDS to exchange FREE GIFTS! ,Discover the exciting map with more than 300 levels and addictive challenges. FREE to play!,★ LIKE US!,Don’t forget to like our Facebook page to follow the latest news and win free gifts: ,https://www.facebook.com/cookingtalegame,★ FOLLOW US!,https://twitter.com/cookingtalegame,★ PLAY ON FACEBOOK!,https://apps.facebook.com/cookingtale",,,"  100,000 - 500,000  ",17-Mar-16,2.175, 69M  ,,"4,203",4.3,Cooking Tale
      1.5 and up    ,Adventure,"PJ Bubble Masks is classic bubble shooter game for kids , easy to play and beautiful graphic and hq icon.,Features ,- More than 650 levels with unique challenging,- 2 Mode Game, Normal and Arcade,- Scoreloop highscores support,- Good Graphic,- Special Features,How to play :,- Tap on the game board where you specifically want the ball.,- Tap where you want the bubble. Tap longer to see the arrow to help you out with aiming",,,"  1,000 - 5,000  ",24-Feb-16,1.8, 9.3M  ,,12,4.2,PJ Bubble Masks
      2.3 and up    ,Casual,"From the makers of the hit game Garden Mania series and Ice Crush, comes a brand new game: Cooking Dash Hexa!,Cooking Dash Hexa is an new match three game you have never experienced before!,Cooking Dash Hexa is a brilliant match three puzzle with a hexagonal twist. It offers unique gameplay experience with an engaging graphics. ,Take on your friends to begin this mind blowing adventure!,☆☆☆☆☆ Highlighted New Features ☆☆☆☆☆,★ brand new gameplay with a hexagonal twist.,★ Sweet and delicious food accompany you all the way!,★ Challenge sly chef to unlock new episode.,★ Magical power ups to help with tough levels!,★ Hundreds of well-designed free levels! Free levels and game modes will be added regularly! ,★ Facebook connected, easy to sync progress on different devices.,★ Easy and fun to play, yet challenging to fully master!,☆☆☆☆☆ How to Play ☆☆☆☆☆,★ Switch and match 3 or more same food in a line to reach the target.,★ Less moves you pass a level, higher score you'll get. Can you score high enough to earn 3 stars on every level?,★ Cooking Dash Hexa is completely free to play but some in-game items may require payment.",,,"  10,000 - 50,000  ",14-Mar-16, 1.0.3  , 13M  ,,374,4.6,Cooking Dash Hexa
      2.3 and up    ,Casino,"***The most original free-to-play slots game in years!***,With Titan Slots II, you'll uncover the mystery of the gods by completing special tasks that are great fun, along with other fantastic game features. Come experience an exhilarating adventure that's just packed with fun!,Titan Slots II is full of all kinds of great gameplay, and is especially designed for your mobile devices to give you the most realistic Las Vegas casino experience.,If you love slots games, then you absolutely cannot miss out on Titan Slots II.,Amazing features of Titan Slots II include:,- A huge variety of slots games that provide you with all kinds of really fun slots experiences!,- Huge payouts that will have you more excited than you've ever been!,- Bonus games, free spins, and other special modes that are designed for non-stop fun!,- Bonus slots: special slots-style bonus games with awesome payouts; you'll be winning more than you ever imagined while experiencing something that's truly a treat for the senses!,- Daily challenges: complete the objectives to win rewards!,- Regularly updated with new slot machines; the fun never stops!,- Offline mode: Keep playing for free, even when you don't have an Internet connection.",,,"  10,000 - 50,000  ",11-Mar-16, 1.0.11  , 77M  ,,297,4,Titan Slots II
      2.3 and up    ,Arcade,"Stickman Cubed, the impossible running game. Dodge deadly obstacles, run as fast as you can and collect all cubes while performing the perfect run to unlock amazing characters. You will try again, and again and again....",,,"  100,000 - 500,000  ",2-Mar-16, 1.0.0  , 37M  ,Top Developer,"1,068",4,Stickman Cubed
      2.3 and up    ,Action,"Dear gamers. We glad to present you new and absolutely free Emulator for PSP called Rocket Emulator. Such tiny name is not accident. New technologies work and delight everyone. You will reach great perfomance in PSP games, perfect graphics and nice gameplay. Because of set of such fine factors emulator just works like a real Rocket!,Have you ever previously had any problems while playing PSP games on your smartphone? Forget about them and have a try Rocket PSP Emulator. You will be pleasantly surprised. Even if you have a budget low-end device, Rocket will finely help you playing your favourite games. And if your device is high-end, then we absolutely sure you will be impressed.,Here you are advantages of Rocket PSP Emulator:,- Fast smooth gameplay as on the real PSP console,- Resolution, shader and graphics improvements which bring oldschool games to completly new level,- Realistic sound effects,- Ability to play PSP games using network,- Ability to configure everything as you want,- Fine PSP documentation,Please, note that Emulator is created in educational purposes and based only on legit and free sources (special thanks to ppsspp project and Henrik, this contribution is amazing). We also ask everyone to be sure that you have legally owned all games before playing them on Emulator.",,,"  1,000 - 5,000  ",27-Feb-16, 1.0.  , 19M  ,,163,4,Rocket PSP Emulator
      2.3 and up    ,Puzzle,Escape Games Day-245 is a point and click escape game developed by JoyArrows.It has contains three scenes.In that it has contains some hidden objects and simple puzzles.you have to find the objects where it is hidden and has to solve the puzzles.Are you to ready to play the game.Use your smart skills.All the best.Have more fun.,,,"  1,000 - 5,000  ",14-Mar-16, v1.0.0  , 1.8M  ,,70,4.4,Escape Games Day-245
      4.0.3 and up    ,Sports,"Archery World Tournament is a competitive archery videogame. Features:,- Practice Mode Indoor and Outdoor.,- Challenge Mode singleplayer!,- Multiplayer challenges! Beat your friends.,- World Tournament Mode, with global leaderboards. Play with players all around the world!,- Unlock trophies and gain rewards!,- Customize your archer stats!,- Social and global leaderboards.,- Different scenarios, include indoor, mountains, valleys and deserts.,- Aim with buttons or use your devie gyroscope!,- 11 Bows based on real world bows.,- Physics engine with dynamic wind forces.",,,"  5,000 - 10,000  ",15-Mar-16, 1.0.13  , 42M  ,,78,4,Archery World Tournament
      2.2 and up    ,Casual,"During his UK trip, a tourist trapped inside the  Several Doors .There are some clues, puzzles and objects left. Find those objects and hints, solve the puzzles and help the tourist to escape out.,Enjoy with eightgames!!!!!!!!, +++ Instant Alerts On New Escape Games For Your  ,Mobile Device. —>>, ,http://goo.gl/forms/5jkais8qVL,       ++ Get Updates On New Games For Your Mobile Via  ,Facebook —>> ,https://www.facebook.com/EightGames,            +Get Latest Games Updates On Google+ —>> ,https://goo.gl/3ZTEvP",,,"  1,000 - 5,000  ",12-Mar-16, 1.0.0  , 14M  ,,112,3.6,Several Doors Escape
      2.3 and up    ,Casual,"Time to hit the road and go on a family vacation!,Family vacations are all about making good memories. Help this family pack their things and get ready for the best outing of their lives! Find hidden objects in 60 fun-filled levels and help them gather the things they will need for a fun vacation!,Game Features:,-Play 60 Hidden Object levels!,-Tons of ways to look for objects!,-Hints available if you get stuck!,-Zoom feature available for smaller items, only if you need it!,-Lots of items to find!,Powered by Dolby® on supported devices",,,"  1,000 - 5,000  ",1-Mar-16, 1.0.20  , 25M  ,,30,4.2,Family Vacation Hidden Object
      2.2 and up    ,Role Playing,"Have a bad mood? Want to kill the assistant? - Then this game is for you! See how stickman do it!,Never make your Boss angry! See funny animated stories and comics about Boss.,* 5 ways to kill,,* a lot of fantasy, blood and fun.,Just click on objects and see what happens.,Live and death of stickman assistant is in your hands now!",,,"  5,000 - 10,000  ",3-Mar-16, 1.0.0  , 18M  ,,50,3.7,Stickman Boss Killer 2
      4.0 and up    ,Casual,"Feed you baby, play, bathe the baby, put your baby to sleep. Newborns need to rest! Take care of your baby and the little one will grow strong and healthy, but beware!  if the baby cries or coughs it might be sick, and needing medicine!,Make sure the baby takes a bottle of milk when it’s time, but be careful !! your baby can get skinny or fat depending on how much you feed it.,If you  take care of your baby properly,  you will be rewarded with golden  stars. Save them and you can buy clothes, toys, food... you will have the happiest baby in the world! play with your baby and watch it grow!",,,"  5,000 - 10,000  ",20-Mar-16,1.075, 51M  ,,223,4.2,Alima´s Baby: Liam Virtual Pet
      4.0.3 and up    ,Sports,"You like boxing games and stickman games? This game is made for you! Enter the ring and play as an heroic Stickman Boxer. ,This new boxing game is available for all stickman fans! Fight 4 professionals in intense combat. Fight using a variety of devastating punches and combos. Jab, cross, uppercut, give in all you have, but don’t forget to dodge!. ,Master jabs, hooks, uppercuts, body punches and combine them with devastating Special Punches.,Can you be the stickman boxing world champion ? Your goal ? Become the WBSA champion (World Boxing Stickman Association).,Prove you are the best fighting master. Go through the levels and conquer the increasing difficulty. Unleash fierce punches and combos, ,Don’t doubt yourself and gain the victory! Beat all opponents and become the king of boxing now!,Boxing superstar ko champion is a game that test your reflexes and your capacity to anticipate strikes. Become a real boxer with this game that will awake your warrior soul!,	,How to play?,Like in real boxing, you can throw many punches: uppercut, jab, cross and dodging. Knock-out all your opponents and the victory is yours.,Characteristics,-	Boxing,-	Stickman,-       4 opponents,-	20 levels,-	Uppercut, jab, cross, dodge, special punch,-       1 ring",,,"  1,000 - 5,000  ",29-Feb-16,,,,20,3,Stickman Boxing KO Champion
      2.3 and up    ,Action,"Emulator For PSP is great emulator on android platform for PlayStation (PSP).,You can play your own PSP games on your Android device.,Top Best gaming experience at high definition with extra features and best game compatibility.,Emulator for PSP works well on most smartphones and tablets.,this is the best emulator for psp, have good graphics and fester and smooth playing with full fast play games ever i suggest you to download this emulator for psp and install it.,this emulator don't have any game included with this download.,but you can dump you own psp games with extension .ISO or .CSO Files and you can download game by searching in google but you must have real game first.,put games in SD Card or USB Storage.,This Some Game Works very Well:,Star Ocean - Second Evolution,DJ Max Portable 3,Metal Gear Ac!d 2,Kingdom Hearts - Birth by Sleep,Monster Hunter Freedom Unite,Naruto Shippuden - Ultimate Ninja Heroes 3,Dragon Ball Z - Tenkaichi Tag Team,Final Fantasy IV - Complete Collection,God of War - Chains of Olympus,and many more...,Advantages:,* Fast game speed as on the original PSP device,* High quality game sound,* Nice game controller,* Easy network gaming,* Save and load game state,* High quality best game graphics,Compatibility :,-------------------,Best Emulator For PSP™ was tested on various devices to assure good quality user experience for example: Samsung Galaxy S6, and s6 edge/ S6 mini/S6 Active /A7/A5/Note S3, HTC,Moto X, Samsung Galaxy S5, Google Nexus 5, LG G2 and Sony Xperia, HTC One M9+ our Emulator are suitable for most of android™ devices out there.,For inquiries/bugs please contact us via email: ,spstudiogame.chupamobile@gmail.com,Enjoy it now and don’t forget to give us a good rate thank you!!!,————————,No game file included!,This PSP emulator is created for educational purposes, based on the open source developments (GPL 2.0).,* PSP is a trademark of Sony, Inc.",,,"  1,000 - 5,000  ",12-Mar-16, 1.2.1.0  , 25M  ,,102,3.8,Emulator For PSP
      4.0 and up    ,Simulation,"Work as DPS employer in Traffic Cop NYC Police Car. As traffic policeman in New York City, your duty is to do routine patrolling and penalize violators of traffic rules. Handle the regular chores like over speed, seat belt and signal violation. Try to do some exciting chase job for higher rank promotion.,Infringers get caught at cctv camera & GPS tracking allow you to trace crime case. Car battle is on, be a crazy police driver and smash bandits. Stop these sick drivers by crashing police car into inside edge. Make it a police case as they fail to comply traffic rules and discharge fines. There are other dishonest badass cop who take bribes and help outlaws in illegal chores. But you are an honest police man who believe in doing great work through legal and nyc ways. Enjoy exciting car chase; Pursuit infringers and stop outlaws that fail to comply regulations.,In Traffic Cop NYC Police Car, handling routine chores of a DPS employer is challenging. Fulfill your duty as a cop and don’t let infringers run from police chase. Reduce traffic crimes through patrolling police car on highway and stop car accidents. View the law breakers on cctv; driving car in wrong lane or wrong way and arrest these sick & crazy drivers. Show some extreme car driver skills; hit cars and take violators to city police station. Authorities will raise your rank for being the most honest and dutiful policeman in New York City.,Features:,Fascinating 3D city environment,Multiple exciting chase & patrolling missions,Realistic vehicle driving physics,Real over speed car capturing machine,Officer rank progressions based on perfection,Intelligent traffic system ",,,"  10,000 - 50,000  ",19-Feb-16,1, 44M  ,,129,3.1,Traffic Cop NYC Police Car
      4.0 and up    ,Word,"Crossword puzzle in word fit, word fill or fill-in mode with online leaderboard. This game is a variation of the common crossword puzzle in which words, rather than clues, are given. It is a crossword puzzle free easy. It contains many word fit puzzles free.,Put words into their correct locations in the grid as quickly as possible.,It is simple yet challenging and even more fun with online scoreboard feature on Google+.,Crossword puzzle is a free and popular word game, enjoy it!,Word puzzles for adults game for free!,Unlimited word fill in puzzles free!,Challenge your brain with this puzzle app and improve your brain power!,Features:,- Online leaderboard,- Compete with your friends,- Almost infinite number of random word puzzles,- Supports tablets and all screen sizes,Achieve the highest scores and compete with your friends and also other Crossword fans!,Score is calculated based on how fast you completed the crossword. When you locate all the words in the puzzle, the score is sent to the online scoreboard on Google+. You can see the best players daily, weekly or for all times.,If you do not prefer to sign in with Google+, you can still play the game in offline mode but your score is not submitted to online scoreboard in this case.,Have fun everyone!",,,"  10,000 - 50,000  ",5-Mar-16,1.2, 3.3M  ,,544,4.3,Crossword : Fill-it-in
      4.0 and up    ,Role Playing,"《劍魔之戰》是前所未有的MMORPG奇幻冒險遊戲,經典的遊戲操作玩法，輕鬆享受以往機上操作帶給您的動作快感,高品質的地圖戰鬥畫面，爽快擊殺世界BOSS,多種主線任務，3V3跨服PK，組隊團戰副本，三種願望一次滿足。,帶領您踏上神聖的自由之都！來一場最壯麗的冒險吧！,更多精彩活動請見遊戲內公告和粉絲團消息。,粉絲專頁：,http://www.facebook.com/SwordAndMagic,官方網站：,http://sm.funapps.tw,回報通道：,service@funapps.tw,客服電話：0982-499-596,客服Line：funapps,【遊戲介紹】,在世界萬物還在渾沌的時空中等待分離,唯有傳說的英雄『龍人』可以戰勝魔神的邪惡勢力,在這數十萬年間的拉扯，最後一場勝戰將會重現光明！,《劍與魔法》是前所未有的MMORPG奇幻冒險遊戲,經典的遊戲操作玩法，高品質的地圖戰鬥畫面,帶領您踏上神聖的自由之都！來一場最壯麗的冒險吧！,【遊戲特色】,-多種任務體驗　組隊挑戰特色副本-,完整主線任務　輕鬆升級不卡關,多種副本體驗　多人組隊酣暢團戰！,-萬人激戰世界BOSS  多人組隊聯合擊殺-,多種特色世界BOSS，萬眾一心，合力討伐,3V3真人組隊PK，技術與策略的巔峰對決，體驗瞬間擊殺!,-多種職業限定開放  一次享受多種技能快感-,法師、戰士、刺客、舞孃等多種職業選擇,華麗的技能培養　多元的裝備組合,體驗多元化玩家組隊戰鬥　享受不一樣的遊戲快感！,-高等聖獸坐騎　冒險之旅的最佳夥伴-,寵物坐騎特色系統 多種造型魔靈聖獸等你征服,時裝造型裝扮特別加開 獨一無二裝扮瞬間提升！,你就是最閃的領主冒險者！！,【系統建議】,作業系統： 最低Android 4.0，推薦Android 5.0,運行內存： 最低1G，推荐3G,处理器： 最低主频1.2Ghz，推荐8核2.1Ghz,存儲空間： 推荐1G以上,依遊戲軟體分級管理辦法, 此軟體為輔12級：12歲以上之人始得使用。,本遊戲為免費使用，遊戲內另提供購買虛擬遊戲物品等付費服務。",,,"  100,000 - 500,000  ",8-Mar-16, 1.2.1  , 29M  ,,"4,920",4.1,劍魔之戰
      2.3 and up    ,Simulation,"Have a great crazy taxi city rush ride in one of the best taxi driving games 3d. You are definitely going to love and get amused by this fantastic taxi driver 3d simulator. Complete all the jobs and duties responsibly in the amazing taxi driving games 3d to become an awesome crazy taxi driver. Taxi driver 3D simulator is a real time experience for those who love to drive taxi in a stunning real big city. Be a good crazy taxi driver in this brand new MODERN CITY TAXI SIMULATION 3D  game and experience the most crazy taxi city rush driving adventure yet! ,The gameplay is very simple with 5 levels. As a taxi driver you have to pick up passengers, drive through the traffic and drop them off at their destinations. Don’t be tardy, race around the city and complete the missions in time. Use the map as your guide to help you reach your destination. Find the best route possible and save precious time! Remember time is of the essence in this taxi simulation game. With this epic parking adventure of taxi driver 3d, you have to be the kind of cabbie who will take on any challenge and prove that he is better than the rest. So push on the throttle, steer well, drive and park your taxi like a pro.,Get ready for an exciting taxi driver 3d simulator journey all over the city. Test your driving skills and be the perfect crazy taxi driver. Experience the joy of crazy taxi city rush in the ultimate MODERN CITY TAXI SIMULATION 3D , one of the best taxi driving games 3d in play store!",,,"  10,000 - 50,000  ",3-Mar-16,1, 34M  ,,52,3.8,Modern City Taxi Simulation 3D
      2.3 and up    ,Simulation,"Select your favorite 4x4 Jeep, monster truck, SUV, vegan and drive it on offroad muddy tracks. Drive like a skilled driver on hilly land and avoid damaging your vehicle by racing, jumping & drifting through rugged terrains, water & dirt. Great hill climbing experience and bumping over High Mountain rocks, try to avoid getting stuck in a narrow water drains, rocky edges & difficult mud areas. Nonstop fun because every level requires very challenging skills!,Speed up with no limitations into stunning visuals, realistic physics, and adventurous riding excitements. Experience the real off Road Mountain driving simulator game with smooth steering controls of Monster Trucks, 4x4 SUVs and heavy Jeep!,Off Road Driving Experience:,It’s not just about simple driving. Controlling your SUV Jeeps over the hills, slopes & rocks. All hurdles are fear factors against victory. Complete 20 difficult challenges with 4 different vehicles in realistic environments, with stunning water and lighting effects!,Extremely Challenging Drive:,Can you cross every jump perfectly, drift accurately, and complete the tasks within time limits without damaging your SUV Jeep & monster truck? Smart use of the Handbrake will give you the perfect control over the crucial point competitions.,Highly Competitive Driving Environments:,Drive against muddy & wet mountain surface will give you the best driving experience. Increase your driving skills and consider yourself as 2016 pro offroad driver.,Offroad 4x4 Mountain Driving Features:,• Play the Best Offroad Driving Game of 2016,• Drive Heavy SUV, Monster Truck, 4x4 Jeep and More,• Realistic 4x4 Vehicles Drive,• Realistic Monster Truck Driving Experience,• 4x4 Jeep & SUV Smooth Physics,• Smooth and Easy vehicle Controls,• Advanced Engine, Brakes and Acceleration,• Sound Effects with Cool Visual,• Realistic Weather Effect,Your feedback & comments will help us to develop more better games for you.",,,"  1,000 - 5,000  ",15-Mar-16,1.1, 50M  ,,47,3.7,Off Road 4x4 Mountain Driving
      2.3 and up    ,Arcade,"Humans have surpassed their limits and have evolved to this point mainly because their skills have been tested and improved. While numerous games try to do something similar, none seems to do it as well as Ocean Drift, a new and exciting arcade game with a simple premise that will keep you coming back for more.,Drag your thumb on the screen and watch the boat drift through the sea.",,,"  10,000 - 50,000  ",8-Mar-16,2, 69M  ,,212,4,Ocean Drift
