operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      4.0.3 and up    ,Role Playing,"★★★ Medal Masters ★★★,■ Pick Up and Play Real­Time Casual RPG,  ● Experience in­depth RPG action with easy controls and dynamic battles.,■ Develop and perfect your strategies through skill combos and Blitz control!,  ● Focus on hero composition for various strategies and tactics.,  ● Own your skills and master the Blitz system.,■ Fight intense battles with never ending action!,  ● Enhance training system ensures your heroes grow stronger by the minute!,  ● Watch your hero evolve as they gain new strength!,■ A fun and fantastical world!,  ● Engaging storyline with 245 different characters!,  ● Unique dungeons for collecting rare items and leveling up.,  ● Intense PvP wars!,  ● Prove your strength and become the best tactician in PvP arena!,★★★Join our Community★★★,Real Heroes follow Medal Masters on Facebook!,*Facebook: ,https://www.facebook.com/MedalMasters,*Forum: ,http://m.nexon.com/forum/22",,,"  100,000 - 500,000  ",22-Feb-16, 1.1.2  , 43M  ,Top Developer,"7,545",4.4,Medal Masters
      2.3 and up    ,Casual,"Bubble Egypt is a very fun and addictive bubble shoot game.,Match three or more bubbles of same color to destroy.,Are you ready for challenging?,Game mode:,Arcade: eliminate all balls on the screen, and earn as much score as you can.,Puzzle: use indicated move to eliminate all balls on the screen, the less moves you use the higher score you will get.,Feature:,- play it at anytime and anywhere.,- easy operation but lots of fun,- Egyptian style graphics,- different scenes, likes canyon, forest, snow mountain, and etc. ,- a variety of different functions of bubbles,- up to 200 levels.,- more levels is coming soon…",,,"  10,000 - 50,000  ",18-Feb-16,1, 9.1M  ,,520,4.2,Bubble Egypt
      2.3.3 and up    ,Arcade,"Tap the Damn Daniel Button and have a good laugh with your friends.,Featuring:,• The iconic ""Damn Daniel"" sound from countless vines and videos,• 4 Game modes that allow you to play in different ways (15 Second Challenge, 30 Second Challenge, Prolonged Time, Arcade Mode).,• Freeplay to press the Damn Daniel Button whenever you want (Great for trolling friends and interrupting class).,• A wonderful song that you can jam to for hours on end,• An innovative new way to get your daily finger workout in,Become the Damn Daniel Button champion, and beat all of your friends!,Gameover Song: Damn Daniel Remix by The KnuckleDusters,www.soundcloud.com/theknuckledusters",,,"  1,000 - 5,000  ",22-Feb-16,1.05, 22M  ,,25,4.7,Damn Daniel Button
      2.3 and up    ,Card,"Play the #1 FREE SOLITAIRE (Klondike Solitaire/Patience) card game on Android!,9,8,7,6,5,4,3,2,1,0,Download now,It is the best free solitaire！！,Vegas Solitaire : Lucky Bet (also known as Klondike or Classic Solitaire) is the Best Solitaire card game on Android, get it for Free Now!,Vegas Solitaire：Lucky Bet has Klondike Solitaire 1 card and Klondike Solitaire 3 card draw. To make the game much cooler, you can bet coins before each game and win a lot by every card you manage to collect!,If you love solitaire, spider solitaire, freecell, or any other patience card games, don't miss out on the best solitaire for your phone and tablet!,Come and enjoy Vegas Solitaire：Lucky Bet！！,Solitaire Classic Highlights:,1 Klondike Solitaire Draw 1 card,2 Klondike Solitaire Draw 3 cards,3 Custom themes and card backgrounds,4 Bet to win tons of coins,5 Lucky Bet:Bet for Luck,6 Daily Challenge,7 Fun and surprising Achievements,8 Phone and Tablet support,Simple and addicting, Vegas Solitaire : Lucky Bet is sure to bring back old memories of the days when Windows Solitaire reigned supreme. ,We’ve taken the quintessential solitaire experience and revamped it for the new century.,What are you waiting for? This simple gem is the ultimate solitaire challenge - play Solitaire Classic now on Android for FREE!,9,8,7,6,5,4,3,2,1,0,Go！！,9,8,7,6,5,4,3,2,1,0,download now！！,9,8,7,6,5,4,3,2,1,0,download it now！！",,,"  10,000 - 50,000  ",24-Feb-16,1.3, 9.6M  ,,697,4.3,Vegas Solitaire : Lucky Bet
      2.3 and up    ,Simulation,"Welcome to Heavy Equipment Transport 3D!,When you transport Heavy Equipment you also have to deliver the equipment in a city, that is exactly what you'll learn in this Heavy Equipment Transporter 3D. The hardest thing about transporting Heavy Equipment in the city is that you have to look out for a lot of traffic. Also the reverse driving is not easy, you have to be patience in order to,succesfully maneuver your truck and trailer into a tiny unloading place. To finish a level you first have to attach the trailer, to do that follow the blue arrow on the minimap. After you've attached the trailer you have to unload the trailer, to do that follow the yellow arrow on the minimap. The trailer will unload automatically.,Heavy Equipment Transporter 3D features:,- City environment,- Easy truck controls,- Google Play Games,- 15 levels,- Cab-view camera,When you enjoyed Heavy Equipment Transport 3D please support us by following us on Twitter: ,https://twitter.com/JansenGames,Facebook: ,https://www.facebook.com/JansenGames",,,"  10,000 - 50,000  ",29-Feb-16,1.2, 45M  ,,135,3.8,Heavy Equipment Transport 3D
      2.3 and up    ,Adventure,"Kids Games for the little ones replenished remarkable novelty. Baby Hippo and her family arrived at the airport to go on an exciting journey. Our favorite characters are waiting for an adventure, but first they need to drop off your luggage to check. In the meantime, the family fun is waiting for his flight, baby Hippo decided to find out how the airport operates. Good Uncle Dog allowed her to sort baggage with him.,Try to put on a conveyor belt right amount of bags. Do the same thing, but choosing the right color of the bags. And so the journey was safe and nothing will spoil our adventures enlighten suitcases on a special device. Try to recognize objects, packed in bags and suitcases. Sort bags so fun and exciting!,Besides, our kids games help children develop. Your child easily and playfully learn to count and recognize the color of an object. Baby Hippo will help him and embolden at failure. To send Hippo family on a journey, you need to accurately sort their bags and choose the right items, packed in them. Our kids games harmoniously teach your child and will give him a good mood.,And now that the sort is nothing more to be seated on a plane and leave the airport. Embark on a long-awaited trip, where you are waiting for new fun adventure. But this is only the beginning of a series of games about the airport! The kids games with your child, you can play forever! That is why we will continue to delight you and your children's novelties. Our free educational games for boys and girls set with love for you. Stay with us, stay tuned and dive into fun adventures that you will give baby Hippo.",,,"  1,000 - 5,000  ",22-Feb-16,1.2, 26M  ,,27,3.8,Kids Airport Adventure
      4.0.3 and up    ,Adventure,"Pack FNAF For MCPE is a native android app that give access to download and install fnaf mod 1-3, fnaf map, fnaf texture pack, fnaf skin, fnaf and fnaf pe video on your MCPE. You can now play fnaf game on your minecraft pocket edition.,You need only install the skin and play for fun!Surprise your friends on the minecraft server its pretty intimidating favorite character from FNAF! You have the opportunity to recreate the game with friends on the Minecraft server! But if you download another mod FNAF then get a full set of madness! You are guaranteed lots of positive!!! If you are a fan of games FNAF, then this app is for you!,Legal Disclaimer: This is not an official guide, and it is not associated to the game developer or publisher.This guide is only intended for educational purposes, with continued amusement and examination of the game. Please contact us if you have any questions or concerns.",,,"  1,000 - 5,000  ",24-Feb-16,1, 8.4M  ,,28,2.6,Pack FNAF for Minecraft PE
      2.3 and up    ,Puzzle,Escape Games Day-227 is a point and click escape game developed by JoyArrows.It has contains three rooms.In that it has contains some hidden objects and simple puzzles.you have to find the objects where it is hidden and has to solve the puzzles.Are you to ready to play the game.Use your smart skills.All the best.Have more fun.,,,"  1,000 - 5,000  ",2-Mar-16, v1.0.1  , 1.8M  ,,63,4.1,Escape Games Day-227
      2.3 and up    ,Action,"No time to stop! Run through the streets slaughtering all zombies that stand in your way!,You are on a mission to free the souls of the dead, trapped inside the zombie bodies.,Utilize an arsenal of weapons and upgrades to “free” the souls from their zombie prisons!, ,# Over 150 missions to play!,# 30+ weapons to be used to destroy all zombies!,# Ranked survival mode and ghost racing modes to compete against other zombie hunters!, ,Items are available for purchase in this game. Some paid items may not be refundable depending on the type of item. , ,For questions or customer support, please try the support forum in our community site or contact us directly via customer support center.",,,"  500 - 1,000  ",25-Feb-16,0.10101, 76M  ,,22,4.5,Dead Machine Gun : Zombie Run
      2.3 and up    ,Sports,"Everyone can play. Just aim and shoot.,Free archery game you can play with people from around the world.,Precise control and realistic graphics will make you feel like you are playing a real game.,A variety of tools are available. Create your own archery equipment.,Play a game with the world archery champion and be the best.,150 rounds of sinlge game,30 rounds of dual game,CLOUD SAVE,If you are a fan of a archer and archery game, you can't miss the world champion 3D archery game.",,,"  1,000 - 5,000  ",4-Mar-16, 1.0.6  , 24M  ,,117,4.3,Archery World Champion 3D
      4.0.3 and up    ,Arcade,"The Knights want to protect their city. Lead your Knight to defeat the monsters. Lance Town is the perfect combination of speed and action!,※Run and Fight!,Run and attack your enemies! The new Strike function will make you unstoppable in the battle.,※Knights with Pets!,You aren’t fighting alone. Lots of cute Pets will help you! Your Pets will be your companions.,※Be stronger!,Every Knight will get stronger with the help of their Pets and Weapons. Become a mighty Knight and experience how strong you can become!,※Battle Epic Bosses!,The powerful Bosses and their special skills will always surprise you. Will you be able to defeat them?,※Race Against Your Friends!,The winner will be the one who runs the farthest!,Official Facebook Fans Page: ,https://www.facebook.com/lancetownol/",,,"  1,000 - 5,000  ",4-Mar-16, 1.1.0  , 54M  ,,207,4.4,Lance Town
      2.3 and up    ,Arcade,"Fast method of fighting the thrilling, true shooting experience, build in sniper pleasure. Cruel qualifying battlefield, hot anti-terrorism action scenes, the lone special forces into the lion's den, strength showdown, people worship, thrill kill! The collection of gold in one fell swoop the gun. 2 big boss, 5 big scene, collection gold equipment, take you godlike, meet the pinnacle of hearty, shell touchdown, gun headshot. Let us together with the fiery war!,The annual tour hand hung article fire. Brave face thousands of enemy hero blood, generous person in the position of the pride. Let the bullets fly with you to experience the flames of romance and brothers Tiexue ambition, the man will play the blood Mobile Games.,With hundreds of enemy close combat, bullets into super sense; exciting scenes of the war, let your blood boil, unable to stop!!",,,,26-Feb-16, 1.0.1  , 33M  ,,74,3.9,Elite Sniper Assault 3D
      2.3 and up    ,Puzzle,"【 Why this name, 55555? 】,Well, it's quite logical. There are five columns of five rows. A total of 25 boxes. So the chosen name is ...... ,5 5 5 5 5,.,【 How to play? 】,You must form groups of three or more tiles of the same color in vertical, horizontal or diagonal.,Each round you are given five tiles that you must drag and drop to any of the five columns that make up the game board.,The pieces fall down and pile up.,When three tiles of the same color are together they disappear, and you score !,【 Game Modes 】,◉ CLASSIC: You must be surpassing levels. It is recommended to start with this game mode.,◉ ARCADE: Infinite Mode. The objetive is to get the highest score possible. No time limit, neither number of moves limit.,【 Features 】,✔ Minimalist, simple and colorful game, suitable for all audiences,✔ Very small (2.5Mb approx.) And very few ads (no ads while playing),✔ Infinite undo moves,✔ The game is automatically saved,✔ Beautiful and simple user interface,✔ Ranking of the best games,✔ Leaderboards and achievements,✔ Compatible with all devices including tablets,✔ Easily share your achievements with friends,✔ Includes sounds (can be disabled) and images in HD,✔ Exercise your brain!,Just one more thing...,ENJOY IT !!!",,,"  10,000 - 50,000  ",24-Feb-16, 1.0.3  , 2.5M  ,,84,4.2,55555 (Puzzle)
      2.3 and up    ,Simulation,"Farming Simulator Free the latest in farm simulator games, Be a real farmer, climb mountain, roads and transport your crop to the destination. Drive your tractors on dangerous roads and don't lose the crop.,Enjoy playing new farming simulator and have fun using farming vehicles and become a professional farmer! Farming games are always fun to play and if you love simulator games you will love this one too.,Features:,- Realistic tractors Vehicles,- Easy controls,- Realistic tractors physics,- Cool and smooth graphics,- Fun to play,- Time chasing levels.,- Realistic Simulator game.",,,"  1,000 - 5,000  ",25-Feb-16,1.1, 48M  ,,19,3.6,Farming Simulator Free
      2.3 and up    ,Action,"Follow Us on Facebook: ,https://www.facebook.com/theslimekingstower,Are you looking for the ultimate adventure game that offers you incredible gameplay and a stellar soundtrack? Welcome to The Slimeking's Tower, an amazing, action packed game that allows you to explore a massive set of dungeons with one single goal, and that is to get rid of all slime that comes in your way.,The Slimeking's Tower allows you to acquire items as you eliminate slime, and these can be used in order to further improve your abilities.,There are many boss battles in the game, and in order to defeat these massive monsters you need to use all skills, abilities and items at your disposal. Exploring the dungeon depths has never been so much fun and filled with excitement!,Did I mention that the tower changes every time you play? Well, that's it, items, enemies, bosses and rooms may change the next time you go in!,Within The Slimeking Tower you can also find ranking capabilities, the ability to change camera view as well as plenty of other cool features.,Destroy urns, browse each portion of the level and eliminate the Slimeking, all while enjoying many gameplay opportunities. With The Slimeking's Tower you can find dozens of hours of complete, action packed fun, so don’t hesitate and press the Install button, then enjoy an amazing, never seen before adventure as you try to kill the slime king!,---------------------------------------------------------------------------------------------------------------,[UPDATE 1.2],■ NEWS,- Overall graphic overhaul.,- New room: Fake Treasure.,- New room: Unknown Treasure.,- New enemy: Shadow Spawn.,- New enemy: Mitosis.,- New room elements.,- New boss: Shadow Slime.,- New items.,- New lighting engine.,- New interface.,- New music and sounds.,- Smaller rooms.,- Promotional codes.,- Autosave feature.,- Quality options to improve performance.,■ BUGFIXES,- Fixed bug with control.,- Aqua Slime has now an aura that indicates his healing range.,- Bullets can now cross gaps and water.,- Pots have been optimized and should no longer slowdown the game.,- Fixed bug in the ""Adventurer"" room which would cause a malfunction.,- Fixed an error with touch controls.,- Fixed an error that would cause the FPS to drop in the main menu.",,,"  1,000 - 5,000  ",21-Feb-16, 1.2.0  , 22M  ,,170,4.6,The Slimeking's Tower Beta
      2.2 and up    ,Casual,"The #1 FREE fashion game returns with Fashion Story: SPRING STEAMPUNK!,Fashion-hungry customers are lined up waiting for the doors of your hot new boutique to swing open! Choose and stock the latest fashions and designs, layout your shop with changing rooms and decorations, and prepare for chic Steampunk get-togethers!,- PERSONALIZE and accessorize your own character! Choose makeup, hairstyles, and hot clothes!,- TRENDSET by unlocking designer clothes lines and flashy accessories that customers will love!,- DESIGN your dream boutique! Showcase your style and creativity with wallpaper, decorations, and art!,- COLLECT the wardrobe of your dreams! Stock your closet and create gorgeous outfits!,- SOCIALIZE with sister boutiques, and collect bonuses from other fashionistas!,- FREE to download, FREE to play, FREE weekly updates with new clothing and decorations!,Please note that Fashion Story Spring Steampunk is free to play, but you can purchase in-app items with real money. To disable this feature, go to the Google Play app on your device, tap the Menu button, select Settings > Use password to restrict purchases. Then follow the directions to complete setup. In addition, Fashion Story Spring Steampunk may link to social media services, such as Facebook, and Storm8 will have access to your information through such services.,Storm8 Studios is the #1 Mobile Social Game Developer on Android.,Use of this application is governed by the Storm8 Studios Terms of Service. Collection and use of data are subject to Storm8 Studios Privacy Policy. Both policies are available at ,http://www.storm8-studios.com/terms/, and ,http://www.storm8-studios.com/privacy/",,,,1-Mar-16, 1.5.6.7  , 19M  ,Top Developer,12,4.2,Fashion Story Spring Steampunk
      2.3 and up    ,Simulation,"Step into the deep oceans and explore the underwater world with Angry mermaid! Play as a cute mermaid and enjoy marine life from the shoes of this enchanting mythical creature. This cute little mermaid will definitely steal your heart! Use magic and live the amazing and legendary life of a Princess mermaid who can attack on shark , sea horse , orca and whale. Put spells on fishermen trying to harm other sea animals!You can interact will other sea animals and have a social life beneath the water!Feel like a real angry mermaid who is wandering around the beautiful ocean in this new simulation big fish games 2016.,The mermaid was roaming into the great and magical world of ocean. She was so involved deeply that she has come very far away from her castle. She also didn’t remember the way back to home. She is now alone in the deep ocean, far from her castle and forgets the way back. Now you have to help her to find her way back to castle and save the cute little mermaid.The ocean is not a safe place for a little and cute mermaid to be alone. Now it’s up to you that how you play this game and help the mermaid to get back to her castle.The ocean is full of the dangerous creatures like sharks etc.They can smell his prey from miles away.So you have to help the mermaid to get back to her castle by avoiding those dreadful creatures. If they see you or even smell you then that could be dangerous for you in tides.,The first level is tutorial level. You have to go through all flags to complete the objective.,In second level you have to collect jewels , crystals , treasure box and diamonds from different places.,In third level you have to attack on shark and scuba diver.,In forth level you have to attack on swimmers in order to complete the level.,In fifth level you have to smash and destroy yacht with shooters.,In sixth level you have to attack and fight with evil mermaid.,In seventh level you are free and explore a marvelous underwater and island world!,FEATURES:,-Experience the real 3D ocean views.,-View the lots of sea creatures closely.,-Controls are very smooth and comfortable.,-Feel like a real mermaid in the ocean.,-Beautiful 3D graphics.,-Vast Ocean to explore.,-Use joystick to swim the princess forward or backward,-Find the Magical circle to start the objectives,-Attack the bad ones by two different ways,-collect the hidden treasures,In this addictive game, the charming mermaid will take you to enchanting journey of sea adventure.Escape from hungry shark attack.You should make maximum score before sharks catch you. More careful in shark attack will accelerate with each passing second.There is much fun as you try to go through the lots of levels and completing different tasks.Have you ever thought of being a mermaid? So you can explore the fantastic underwater world, full with aquatic creatures.This beautiful mermaid have amazing mermaid spell! You will swim your heart out and explore a marvelous underwater world!",,,"  1,000 - 5,000  ",12-Feb-16,1, 49M  ,,54,3.4,Cute Mermaid Simulator 2016
