operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      2.3 and up    ,Casino,"Are you ready for the most powerful women on skates? The strongest girls with the hardest roller derby hits? Then you have come to the right slot! Get ready to enter the rink with the best of the best! You’re going to love it!,Game Features,► Hard-hitting MEGA wins!,► 20 Reel Slots and YOUR choice of line count!,► FREE Bonus Coin & Lucky Prize Wheel EVERY 4 hours,► Powerful HD graphics, Sporty HD sound,► Level Up: Free coins, MORE lines, BIGGER bet max!,► Double Down on slot machine wins and Derby hits!,► Rule those auto-spins, free spins and mini games galore!,► Boost your team with boost multiplier! ,► Get wild with Wildcards,► iPhone! Yes! Android! Yes! iPad and tablet! Yes! ,► Want more great games and cool apps? Check our Other Games,► Multilingual UI: free online slots in your language!,Who’s your Jammer? She is good, but it doesn’t matter. We are still going to kick your ass tonight! So you better watch out! I will find you on the rink! Do you enjoy free slot games like Hit it Rich, Wild Wolfpack and Slot Machine Wild Safari? Then you’ll love Roller Derby Slots! It’s FREE!,Listen up girls, get your skates on and get ready for some hard hitting action tonight. This team is tough and it’s going to take everything for us to beat them. Here is the game plan. Jill you will be our jammer tonight! I want you two to protect her and I want you two to constantly attacking the other teams jammer – got it?,We got it coach! Wait, coach… I have one question. If we win can we have a slot party at your house tonight? Girls, if you win tonight – I will buy you all your own slot machines! You can double down whenever you want! Are you ready for this?!?,Roller Derby Slots is the best derby slots on the NET! With HD hand drawn graphics and piercing HD Sound! You won’t find a better slot! This game has it all! Multiple lines, BIGGER bets and FREE SPINS. Not to mention the FREE COINS and AUTO-SPIN. If you are looking for a roller derby slot adventure, this is the slot for you!,Here is what some fans are saying,Out of this World, Love It!,Girls, skates and slots! Kick ASS!,Hardcore slot! Awesome!,Thanks for this pokie!",,,"  1,000 - 5,000  ",22-Feb-16,1, 28M  ,,81,4.5,Roller Derby Slots
      4.0 and up    ,Action,"GET BACK TO STRAIGHT 2 COMPTON IN THIS EPIC SEQUEL OF SAN ANDREAS! ,Experience a real open world on your mobile device, the best that has ever been on the Google Play Store. Steal vehicles from drivers, shoot everyone on sight or just walk for miles to come in two epic areas. The entire Compton area has been revamped and upgraded for this sequel and next to this there is a new area, Upper East Compton, where the elite of Compton and San Andreas thrive and become even more rich over the shoulders of the normal working man. ,YOU SERVED YOUR TIME, GET OUT OF COMPTON PRISON AND ESCAPE TO REALITY,Prison time isn’t all cherries, it’s hard living the prison life. After a long sentence you got out and able to take back your life. This will not be easy as there are a lot of former-enemies looking to take you out. Wherever you are, whatever you are doing, always take a look over your shoulders! San Andreas is not a place where you can take it easy so be on your guard. ,MULTIPLE MISSION TYPES TO REALLY GET THE MOST OUT OF CALIFORNIA! ,Straight 2 Compton 2 has 5 different mission types: Kill Frenzy, Kill Target, Steal Vehicle and Deliver Package. With the Kill Frenzy mission you will be forced to defend yourself against multiple opponents, so shoot your way out of this! Kill Target missions will have you searching for one specific target, and it’s your job to eliminate him/her however you want to. The Steal Vehicles will have you stealing a certain vehicle with or without alarming anyone, really pay attention! Last but not least you will have to deliver certain packages to certain people.,SAN ANDREAS STRAIGHT 2 COMPTON - GAME FEATURES: ,Explore an epic open world! ,Walk, Drive, Steal, Shoot, Kill and Run in this action packed mobile game! ,Play Daily Missions to gain epic rewards! ,5 different missions types with a lot of variety! ,Completely free!",,,"  50,000 - 100,000  ",4-Mar-16,1.4, 91M  ,Top Developer,"1,335",3.9,San Andreas Straight 2 Compton
      2.3 and up    ,Strategy,"Welcome to the most awful five nights in your life. For you hunt Foxy and he wants to eat you. You have to survive in one room and close the door, when a number of Foxy. But to survive, you will have a tool is video panel. In each room there is the camera through which you can follow the Fox. With all these tools, you have to survive five nights. When you do this you will be able to get out.,Features:,Five nights in a gorgeous survival game.,New monster Foxy from all the familiar universe.,An interesting story that you will not let go during the game.",,,"  10,000 - 50,000  ",9-Feb-16,1, 33M  ,,553,3.9,Five Nights at Foxy
      4.0.3 and up    ,Role Playing,"★★★ Medal Masters ★★★,■ Pick Up and Play Real­Time Casual RPG,  ● Experience in­depth RPG action with easy controls and dynamic battles.,■ Develop and perfect your strategies through skill combos and Blitz control!,  ● Focus on hero composition for various strategies and tactics.,  ● Own your skills and master the Blitz system.,■ Fight intense battles with never ending action!,  ● Enhance training system ensures your heroes grow stronger by the minute!,  ● Watch your hero evolve as they gain new strength!,■ A fun and fantastical world!,  ● Engaging storyline with 245 different characters!,  ● Unique dungeons for collecting rare items and leveling up.,  ● Intense PvP wars!,  ● Prove your strength and become the best tactician in PvP arena!,★★★Join our Community★★★,Real Heroes follow Medal Masters on Facebook!,*Facebook: ,https://www.facebook.com/MedalMasters,*Forum: ,http://m.nexon.com/forum/22",,,"  100,000 - 500,000  ",22-Feb-16, 1.1.2  , 43M  ,Top Developer,"7,755",4.4,Medal Masters
      2.3 and up    ,Creativity,"Time to style up little princess Baby Hazel in different makeovers!,It’s time for Baby Hazel to look fabulous with unique and attractive hairstyles! She needs a little fashion styling from you! Help Hazel to look stunning and gorgeous.,Hey! Which hair style should Baby Hazel do? Do you have some great ideas? If yes, then go creative and braid amazing and unique hair styles for little princess. Use tons of professional hair styling tools and accessories to style up darling Hazel. Wardrobe collection is loaded with trendiest outfits to enhance Hazel’s personality. Give Baby Hazel the prettiest makeover ever. Have fun! ,•	Wash, dry and comb Hazel’s hair,•	Use styling tools to curl, straighten and trim hair,•	Braid 5 unique hairstyles  ,•	Brown, black, blonde gray, burgundy… choose from 6 of attractive hair shades,•	22 trendiest hair accessories to enhance hairstyle ,•	A wide collection of designer jewelry to try on darling Hazel ,•	Tons of fab outfits for Hazel to look stylish ,•	Dance to music with Hazel and her prince charm,•	Unwrap gifts to surprise Baby Hazel ,Show off your styling sense to help Baby Hazel look stunning!!! Download the app now!",,,"  5,000 - 10,000  ",23-Feb-16,8, 35M  ,,194,3.8,Baby Hazel Hair Day
      2.1 and up    ,Casual,If you love smoking cigarettes - you must download virtual electronic cigarette! This is a realistic simulator of a real cigarette! Blow the air on the microphone to start smoking cigarette! This is healthy and cool method of smoking cigarettes! You can tell your friends that you have real cigarettes. Then pull out your phone and show virtual pack of cigarettes. Select one e-cigarette and start blowing the air to start smoking it! This is also the best app to give up smoking! Quit smoking with help of virtual cigarette!,,,"  10,000 - 50,000  ",4-Mar-16,6, 1.7M  ,,103,3.4,Electronic cigarette
      4.0 and up    ,Simulation,"Howdy farmers! Get ready to manage your own farming land at the village. Experience real-time farming with Farming Tractor Simulator 2016. You farm duty begins at the village as a hill farmer with your big trailer truck. Begin the duty and drive the heavy trailer truck to the city as the pro driver to get the farm tractor to the village. Enjoy multiple driving experience with different tasks to accomplish. Time to work in the mountain valleys as the hill farmer to drive tractor, truck, seeders and harvesters. Manage your own big farm with the latest machinery to enjoy farming. Agriculture simulation, harvesting and growing crops at your own big farm. Farming tractor simulator 2016 is an agriculture and cultivation simulation game. Cargo transportation, farm truck driving and tractor drive all there with realistic physics. ,Introducing a new chapter in the farming simulator games to complete your complete farm simulation story. Immerse yourself in the farming tractor simulator 2016 with multiple gameplay levels to enjoy real farmer’s life. Plow your lands, grow crops, water your farm and harvest the final crops. You will need to bring the harvester from the city to harvest the crops in the farming season. Once the crops are harvested use your cargo truck to load it with crops like hay, barley, wheat and many more. You driving routes as the farmer will be hills, mountains, village and city. Off road driving is an adventure that will bring thrill for you. Play as the hill farmer truck driver to drive farming tractor, cargo truck and perform plowing, harvesting, seeding and watering. Farming Simulator games are in trend but we bring in a complete story to play and enjoy. Accomplish transport challenges, tractor driving and harvester driving experience. ,  FEATURES,•	Real Experience of Driving Tractor, Truck & Farming Vehicles,•	Drive Over the Mountains, Hills, City and Off road ,•	Grow & Harvest Crops to Transport to the City,•	Smooth Handling and Driving Controls,•	Seeding, Plowing, Harvesting and Transportation,•	Real-time Farmer Experience",,,"  10,000 - 50,000  ",1-Mar-16,1.1, 58M  ,,291,3.7,Farming Tractor Simulator 2016
      2.3.3 and up    ,Adventure,"We welcome you to play season 2 of world amazing hunting game “Jungle Dinosaur Hunting” in a dense and lush green forest, surrounded by a range of mountains for a lifetime hunting journey. Now, you are in the world of dinosaurs with huge skulls, large bone crunching teeth, powerful jaws and legs. In this dino hunting game, you will come across with different dinosaurs which are both herbivores and carnivores. You will face the most deadly dinosaurs having wild teeth over claws like Allosaurus, Brachiosaurus, Diplodocus, Giganotosaurus and armored dinosaurs like Stegosaurus etc. It is an entertainment game with high quality graphics.,You will face semi-darkness in the forest due to canopy of leaves of big trees, plants and bushes. The sounds echoed all over, making the jungle feel eerie and strange but we hope that you don’t feel scare because you are a real dino hunter. You are having modern new weapons like sniper rifles, pistol, light machine guns, carbine, shotguns, AK-47 etc. Since your life is precious, so we arrange multipurpose modern weapons to ensure your safety with sniper defense instead of being hunt down by dinosaurs.,The game comprises of diverse thrilling levels and it depends upon your shooting skills so make sure to use your sniper shooting training on ground rather than shooting species of underwater world in lake in this action pack game. It is a test of your sharp shooter skills because you can kill as many dinosaurs as you can with your kill shots being a super duper. So bravo be firm, upfront and keep on hunting these ferocious dinos and don’t look back as you are a dino hunter not a deer hunter. Any lapse in fixing the wrong weapon system scope angle may be fatal for your life as these are real dinosaurs. Don’t scare with the sounds of dinosaurs and keep hunting Jurassic world dinosaurs with right shooting target. It totally depends upon your fighting passion and adventure hunting tour of jungle world. ,Challenge your friends for hunter jungle expedition far away from school and enjoy to play this Jungle Dino hunting game full of adventure. This Jungle Dinosaurs Hunting 2 got flying dragons, running dinosaurs and fierce deadliest fighting type of dinos. ,For the first time in your life you will enjoy an unforgettable kill shot experience with a best sniper shooting game of Dinos hunting and you can awestruck by the might of nature. We believe that if you are energetic, you can catch your prey ultimately within no time and success will be yours. Wish you to be a real dinosaur hunter hero.	.,Good luck!,----:Jungle Dinosaurs Hunting game features :----,** Immersive Environment with Water Lake.,** Amazing action pack game play.,** Exciting game sound effect,** Daring & most thrilling dino hunting quests.,** First Person Shooter game play.,** Extremely challenging.",,,"  5,000 - 10,000  ",19-Feb-16,1, 46M  ,,71,4,Jungle Dinosaurs Hunting 2 -3D
      3.0 and up    ,Puzzle,"Find Differences 150 levels 2 is a classic and favorite puzzle game of million peoples around the world.,Description:,1) 150 levels,2) No time limit!,3) At each level you can use 2 hints!,4) To play in the horizontal and vertical position of the screen.,5) For small screens or not very acute vision - zoom function will help you.,6) High Quality pictures!,7) Designed for phones and tablets!,8) Simple and intuitive interface.,This is puzzle game known as “Find the difference”, “Difference game”, or “Spot the difference” where you have to find ten differences between 2 pictures. If you get stuck, there is two hints to help you!,You gonna love this game if you like games like find the difference and hidden objects series.",,,"  1,000 - 5,000  ",28-Feb-16, 1.0.0  , 35M  ,,61,4.5,Find Differences 150 levels 2
      2.3 and up    ,Simulation,"4x4 off-road rally 6 - drive powerful 4x4 on interesting tracks on difficult terrain like a swamp, sand, forest and so on. Get behind the wheel of powerful cars and show your extreme driving skills in this Android game. Do various tasks and unlock new cars, like Jeep, Range Rover, Mercedes and other cars. Go around heaps of stones, force water obstacles, climb up steep slopes and go down treacherous hills. Conquer the roads and become a winner!,Game features:,-Great graphics,-Easy controls,-Different cars,-Realistic physics,-Absorbing gameplay",,,  100 - 500  ,2-Mar-16,1.1, 97M  ,,206,4.3,4x4 Off-Road Rally 6
      4.0.3 and up    ,Role Playing,"■■■ 게임 소개 ■■■,# 방대한 스케일의 전장을 누벼라! ,넓고 광활한 전장! 방대한 스토리를 담은 수백 개의 스테이지!,수호전, 공성전 등 다양한 미션이 기다리고 있습니다!,# 전세를 역전하는 전술스킬!,전술스킬 활용으로 아군 부대의 지원을 받아 몰려드는 적들을 척살하라!,# 몬스터를 타고 전장을 시원하게 휩쓴다!,전장에서 만나는 몬스터 중 일부는 길들여 탑승할 수 있습니다!,탑승 상태에서 특별한 스킬 사용이 가능합니다! ,# 유저들과 만나고 실시간으로 대화하는 마을 시스템!,마을에서 친구, 다른 유저들과 실시간 대화 가능!,다른 유저들과 실력을 겨루거나 협동 컨텐츠를 진행 할 수 있습니다!,# 1:1 전투의 최고 강자를 가려라! 리그전,1:1 실시간 진검 승부를 통해 절대 강자가 누구인지 가려라!,# 최대 8명이 벌이는 실시간 난투! 난투장!,난입한 인원들이 벌이는 절체절명의 대결!,맵에서 밀려 떨어져도 패배하니 긴장하세요!,# 가공할 적을 무찔러라! 실시간 보스레이드,최대 4명이 함께 실시간으로 강력한 적을 무찌른다!,▷ 로스트킹덤 공식카페 : ,http://cafe.naver.com/lostkingdom433,로스트킹덤의 가장 최신 정보와 CGV 영화 예매권 선물 등 다양한 이벤트를 만나 볼 수 있는 공식카페로 방문해보세요!",,,"  500,000 - 1,000,000  ",24-Feb-16, 1.0.2  , 59M  ,,"70,319",4.5,로스트킹덤
      2.3 and up    ,Simulation,"Harvest Crops Farming Sim is the must play tractor farming simulator. When you play this farm simulator it’s all about harvesting your crops. in this realistic farm simulator you can harvest all kind of crops like corn and wheat. it’s your job as the farmer to harvest the crops with your big combine. It’s important you start right away with harvest your crops. ,Harvest Crops Farming Sim is fun to play and is different than the most  tractor farming simulator games. Because in this realistic farming simulator it’s all about the harvest! ,So don’t waste time with planting the seeds, water the plants. No in Harvest Crops Farming Sim you only have to harvest! It’s the most fun part of being a farmer and that’s why this game is all about harvesting. In this game you can unlock different harvester combine which you can use to complete your missions even faster  in this realistic farm simulator ,HARVEST CROPS FARMING SIM - main features ,* Play as a  real tractor farmer ,* Enjoy all stages of harvest your crops ,* Manage different type of fields,* Realistic tractor farming simulator ,* Manage everything at your own farm ,* Unlock your favorite Harvester combine,Become a real tractor farmer and manage your different type of fields in the most realistic farm simulator. Can you sell your harvest for the top prize or will you get nothing? ,We hope you will like this tractor farmer simulator and rate it on the play store. ,Don’t forget to enjoy also our other parking simulator, farming simulator, racing and action games",,,"  1,000 - 5,000  ",25-Feb-16,1, 36M  ,,25,3.5,Harvest Crops Farming Sim
      2.3 and up    ,Strategy,"◆◆Explore the vast open world, forge the ace mecha squad, and engage with enemies on battlefield! ,◆◆Benefits and Rewards: Payment discounts, various Level-up rewards, FREE daily online gift for 30 days, and abundant fun events are waiting for you!,===Media Review===,“The most expected Mecha-theme Mobile Game in 2016”,“Amazing graphic and stunningly detailed combat system will definitely make a difference while comparing with other games”,“An epoch-making change for traditional turn-based battle game, the perfect combination of turn-based battle and strategy game on one screen”,===Game Features===,◆Various Mechas and Pilots---Hundreds of Mechas and Pilots await for your command to defend human civilization from cunning and brutal aliens.,◆Deep Upgrade System---Enhance your mechas and pilots regularly through detailed and thorough upgrades across all levels. ,◆Gripping Single-Player Campaign---Battle through hundreds of missions given to you, and uncover the dark truth behind the heat death of universe.,◆Strategic Multiplayer Gameplay. Forge powerful alliances with other elite players, pile up resources by raiding hundreds of enemy bases, and band together for galaxy dominateon.,===Ongoing Events===,◆First payment gets 200% extra diamonds, a purple quality weapon and rich amount of coins!,◆Contact customer service before March 15th, a mysterious newbie gift could be rewarded. Limited gifts like the early birds!,===Contact Us===,Customer Service Email: ,Customer@juren3d.com,Wechat Public ID: MechaGear,Official Facebook Website: ,https://www.facebook.com/Mecha-Gear-440088036197605",,,"  1,000 - 5,000  ",21-Feb-16, 1.0.0  , 117M  ,,201,4.3,Mecha Gear
      4.0 and up    ,Racing,"About Extreme Off Road Driver:,If you would like to drive 4x4 car, give a try this extreme offroad simulator. Interior camera give you the real drive feeling. Get into your 4x4 car and experience the real car driver emotions - xtreme speed, drift and power. In this game you're an AWD driver. The goal is racing against the time to pass all the checkpoints. Drive as fast as you can and collect the money to upgrade your AWD car. Driving 4x4 off-road is not easy but you can do it because you're natural born racer!,Features of Extreme Off Road Driver:,- real looking 3D environment,- real car drive physics,- extreme 4x4 offroad tracks,- interior and exterior camera views,- easy drive controls (steering wheel, tilt, arrows),- great gameplay,Get Extreme Off Road Driver now. It's totally FREE so hop in and drive!",,,"  10,000 - 50,000  ",18-Feb-16,1, 40M  ,,316,4,Extreme Off Road Driver
