operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      2.3 and up    ,Casual,"Rocket Ninja! Try to blast you`re way through over 1200 levels!,How to play?,Tap on any part of you`re screen to jump the ninja to get the white tiles, hold down to stay airborne but don't touch the black tiles or else!,..are you a true ninja hero?",,,"  500 - 1,000  ",31-Mar-16,1.1, 23M  ,,23,4.8,Rocket Ninja
      2.3 and up    ,Racing,"Cars - Unstoppable Speed X It’s a highway of danger and risk out there! Get set for loads of thrill and action.,The fantasy stunt city is full of NEW challenges that’ll keep you glued to the controls. Massive jumps,spiked gates, smashing other cars--you haven’t seen anything like this before. Handle your missions tactfully and avoid the trouble of the perilous journey as much as possible. The high marks you get is depending on the speed of your car, how long you drive away and how many edge-drift you execute.,Earn cash to unlock and upgrade 20 high-performance vehicles.,drive fast and collect power ups to boost your speed.,extreme speed physics and realistic 3D surroundings.,More features:,20 different sports cars for your choice: off road suv, muscle car, luxury car and more.,Beautiful HD graphic scenarios: vice city, endless plain, wild desert.,True driving simulation: virtual but based on real driving.,If you face any troubles while installing, please report to us. We will resolve it at the earliest.",,,"  10,000 - 50,000  ",6-Apr-16,,,Top Developer,386,4,Cars - Unstoppable Speed X
      2.3.3 and up    ,Racing,"Chase and Smash criminals in this thrilling Police driving simulator!,Be the Bravest Cop and Play for Greater Cause!! Drive, Chase and Catch the Criminals!!,Imagine the rush and thrill of chasing and smashing all those crooks that pose a threat to the peace in city!,The cliché cops vs. robber’s story gets a brand new twist with this Police Chase Adventure Sim 3D. Your city is in need of a COP HERO who can chase down even the most wanted thugs and help eliminate crimes! Report for duty OFFICER, get into your police car and give the criminals what they deserve!,This Police Chase Adventure Sim 3D isn’t all about driving fast. Be careful to leave the innocents untouched as you weave through a suburban 3D environment. Follow the fast paced CRIMINALS and bang into their cars to thrash them! Unlock access to different cars and settings. There is a lot of car smashing involved!,Police Chase Adventure Sim 3D is an exciting simulation game which will test your SKILLS that are most essential to be a great cop. So get out there and protect your city!,Features of Police Chase Adventure Sim 3D:,• Realistic police driving experience,• Vibrant 3D suburban city environment,• Extreme Visuals and sounds effects,• Smooth and simple controls,• Many Up-to-date Police cars to unlock,• Upgrade your car to hunt down the most wanted criminals,• Realistic Car Physics,• Thrilling gameplay,About Tapinator:,Tapinator (Ticker: TAPM) designs, develops, and publishes games on mobile platforms. The Company’s portfolio includes over 200 mobile gaming titles that, collectively, have achieved over 190 million downloads. Tapinator is headquartered in New York. For more info, visit Tapinator.com",,,"  5,000 - 10,000  ",1-Apr-16,1.1, 54M  ,,172,4,Police Chase Adventure sim 3D
      4.0 and up    ,Education,"Clean up, shower and makeover royal horses, fairy pony and magical pink unicorn! Plan the perfect wedding day for princess April and prince Adrian!,Have you ever dreamed of having your own pet horse? Join the Princess Horse Club, play the new pet pony care game and take care of 5 adorable horses: Beauty, Thunder, Daisy, Windy and Goldie! Clean up the stables from dirt and spiders webs and learn to change horseshoes. Be prepared to shower, wash and groom every princess royal horse so they all would look nice, sparkly and magical!,Get ready for even more princess fun inside - Princess Horse Club 2 comes with new prince and princess makeover activities! Once all princess April horses, ponies and unicorns are clean, plan her royal wedding! Clean up and decorate the amazing Princess carriage so the newlyweds could enjoy a royal journey to their castle in the far far away land. Design your dream wedding dress for princess April, makeover and dress up her beloved prince Adrian, and plan them a perfect wedding day!,GAME FEATURES:,- Take care of 5 adorable horses: Beauty, Thunder, Daisy, Windy and Goldie!,- Clean up the dirt in the stables and swipe spiders webs with a broom!,- Wash, shower, shampoo, brush and groom every horse with love and care to clean up the mud and dirt from them. Help Princess horses look the most beautiful in the kingdom!,- Take care of princess April pink unicorn: shower her and dress up with your favorite clothes!,- Groom the beautiful fairy horse Windy: wash the dirt, play the best horse dress up and make her look magical!,- Change old horseshoes to new, golden ones in the Farrier level!,- Dress up horses and ponies with stylish saddles, saddle blankets and bridles!,- Decorate and clean up Princess carriage. She and her prince charming Adrian will need it for their honeymoon journey after the royal wedding!,- Makeover prince Adrian for the royal wedding: play nail spa, shave beard, brush teeth and dress up!,- Design the perfect royal wedding dress for princess April!,- Plan a dream princess wedding ceremony, decorate the chapel with flowers and celebrate royal wedding with princess April and prince Adrian!,- Collect a new amazing horse racing trophy each time you reach a new game level!,- Watch videos for kids and toddlers, and get 200 coins!,- - -,ABOUT TutoTOONS Games for Kids,Crafted and play-tested with kids and toddlers, TutoTOONS games cherish the childhood and help children learn the basic life skills through games they really love.,Dress up games can develop creativity and art skills, cleanup games build good every day habits, cooking games show how to help parents at home, pet games teach to share and care. These are just a few examples how TutoTOONS games let children explore the world around them and develop on their screen time.,Discover more fun with TutoTOONS!,Play our games: ,http://tutotoons.com/games,Follow us on Twitter: ,https://twitter.com/TutoTOONSGames,Like us on Facebook: ,https://www.facebook.com/tutotoonsgames,Follow us on Instagram: ,https://instagram.com/tutotoons/,Meet us on Google+: ,https://plus.google.com/+Tutotoonsgames,Get our newsletter: ,http://ow.ly/HlYbn",,,"  100,000 - 500,000  ",1-Apr-16, 1.0.9  , 46M  ,,"1,479",3.8,Princess Horse Club 2
      2.3 and up    ,Simulation,"Truck Simulator Driving 3D is a new, stunt truck driving game, go to extreme speeds and jump off the biggest stunt in super charged these american trucks.All new trucks to bring you a whole new awesome driving.... Race to top speeds, jump off some of the most incredible stunt ramps with powerful, super charged trucks and modified vehicles!,!! FREE TO DOWNLOAD NOW !!,Become a tough and rough stunt truck driver, test your skills at driving and collect Stars scattered around the massive world. Collect Stars to unlock more trucks and cars to race in! Boost and perform amazing tricks by going on tons of unique stunts jumps, slip and slide on ice and dirt. Landmines spread through the minefield will totally wreck your truck! Some of the trucks have been modified to become monster trucks, drive vehicles like the police car, school bus, American 18-wheeler!!,You can also choose between tilt control and arrow controls.",,,"  10,000 - 50,000  ",15-Mar-16,1, 34M  ,,53,4.1,Truck Simulator Driving 3D
      2.3 and up    ,Simulation,"Offroad Driving Adventure Simulator,Welcome Adventurer, it’s time to take off road driving to the next level. Get ready with for an energetic and renegade driving challenge.  ,Tighten your seatbelt and experience the thrill of drive in a wild, roadless and Insidious environment. ,Choose your favorite 4x4 all terrain vehicle and drive it through the narrow mountain trenches, uphill the mountain, through water, dodge the falling rocks and keep on the off road track when you drive over boulders. ,Are you the uphill hill driver we are looking for? Get in your 4x4 all terrain car and show of your off road driving adventurer simulator skills. ,Features of Adventure Driving : Offroad Sim ,➤ Go on a unique offroad driving adventure tour challenge ,➤ Drive in a wild roadless and insidious environment. ,➤ Unlock your most favorite 4x4 all terrain vehicle,➤ Easy to play adventurer offroad driving simulator ,➤ Become the best uphill hill driver in this renegade driving challenge,➤ More simulator games like this off road driving adventurer simulator will come,We hope you will like this offroad Driving adventure simulator and please let us know what you think of Adventure Driving: Offroad Sim ,Don’t forget to follow us on Social Media to keep up to date with our new games! ,http://www.facebook.com/mobileplusgames,http://www.youtube.com/mobileplusgames",,,"  10,000 - 50,000  ",23-Mar-16,1, 38M  ,,28,3.7,Adventure Driving: Offroad Sim
      4.0 and up    ,Simulation,"Become a truck driver in Extreme Truck Parking 3D,Extreme Truck Parking 3D is a 3D Truck simulator game, the game simulates various parking situations that you may encounter in your career as a real trucker. In this 3D truck parking game you can change the overall view of the truck's position in different 3D optic angles. Change the view to birdview to have a good idea how much space is left when you park your truck as a king in this 3D truck parking game. Control the truck with a steering wheel, acceleration and brake pedal. Steer your truck into the right parking spot, put the gear into park and round up your mission as a truck driver in this 3D truck parking game.  ,Real truck parking 3D missions,if you want to become a real truck driver test out your skills in a crazy 3D truck driving world then have fun with Extreme Truck Parking 3D. Go ahead and complete a more than 50 exciting levels. Compete against others in the leaderboards. ,Extreme Truck Parking 3D -  truck simulator game features:,- One of the best parking simulator game physics,- Different camera view, check the position of your truck and cars as you park it,- Are you ready for a speed game time is the main challenge for you truckers out there!,- Real 3d environment with beautiful graphics,- On-Screen Steering Wheel, acceleration and brake pedals and gearshift,Please give us some support by rating our game on Google Play or following us on:,Facebook - ,https://www.facebook.com/VascoGames,Twitter - ,https://twitter.com/VascoGames",,,"  50,000 - 100,000  ",24-Mar-16,1.1, 43M  ,Top Developer,391,3.8,Extreme Truck Parking 3D
      4.3 and up    ,Strategy,"Command a swarm of robots in Robocide! Reclaim the galaxy as you explore far away planets and battlefields, collect and upgrade heroic Titans, and battle other players in the arena to earn rewards!,FEATURES ,- COMMAND over 500 robots with the touch of a finger ,- COLLECT and upgrade Titans ,- BATTLE other players in the Arena ,- DEFEND your base and ambush rival players ,- DISCOVER other planets as you journey through the single player campaign ,- JOIN friends in Alliances and help each other ,- TRACK your progress with the Apple Watch companion app,PLAYER REVIEWS,With an average rating of 4.5 stars, here’s what our players had to say...,“Apple should give us the ability to put a 6 star rating once a year, this game would have my 6 stars."",“Game mechanics are great. Fun and addictive. Good progression and different game modes."",""Love the UI, love the game in general. I'm not a Starcraft person but hey, this one got me ;)"",“Best new game in years! Lots of fun."",“Looks great, works well and fun to play"",Under our Terms of Service and Privacy Policy, Robocide is allowed for download and play only for persons 13 years or over of age without parental consent. ,Note: A network connection is required to play. ,Terms of Service: ,http://www.playraven.com/terms-of-service",,,"  100,000 - 500,000  ",16-Mar-16, 1.15.6  , 93M  ,,"6,466",4.3,Robocide
      2.3 and up    ,Casino,"This amazing selection of authentic casino slots features All the casino favorites!,Feel the thrill of real Las Vegas slots and mini games as you spin to win treasures and coins!,Spin your way into a Jackpot today!,* ... Addicting Slots Straight inspiration from the Las Vegas Casino Floor,* ... Bet on fun slots like real Las Vegas casinos!,* ... Addictive  slot machines will have you coming back again and again,* ... Las Vegas slots are filled with addicting games and unique winning opportunities!,* ... Slot Games Offer Coin Bonuses and Free Spins,* ... Free cash from your favorite Vegas style games! ,* ... Join rich, and get richer as you win time after time,* ... Spin to win big on these authentic bonus games,* ... Free Slot Machine Spins & Wins,* ... Join rich friends and share the wealth! ,* ... Invite friends to join in on these fun addicting games!,* ... Free Slot Games & Generous Bonuses You’ve Come to Expect From Katz Slots,* ... Vegas slot machines free from the burden of gambling real money!,* ... Mini games and other incredible bonuses!,* ... Mini Games Offer Even More Las Vegas Fun,* ... Addicting mini games free from price bumps or hidden expenses!,* ... Each mini game offers even more chances to boost your cash payout!,* ... The most exciting and thrilling free casino slots game on mobile, tablet and Facebook!,* ... Amazing slot machines with all of the Vegas casino features you love - Wilds, Free Spins and Bonus Games!,Don’t travel all the way to a Las Vegas casino to collect your big win! Bet big on this slots app, the authentic Las Vegas slots game with real  slot machines and mini games in your pocket. ,Keno, blackjack and poker fans will lose themselves in this realistic Vegas style casino! And Vegas slots fans already know – Slots is the best combo in Las Vegas!,Play Vegas slot machines free in the Slots casino! Download now and start winning big!,Like Double Rich Give us a 5-Star Review and spread the word to other fans of slots!,The games are intended for an adult audience. (E.g Intended for use by those 21 or older) ,The games do not offer “real money gambling” or an opportunity to win real money or prizes. Practice or success at social casino gaming does not imply future success at “real money gambling.”",,,  100 - 500  ,30-Mar-16,1, 34M  ,,1,2,Viva Vegas Casino - Free Slots
      4.0.3 and up    ,Casual,"Welcome to the world of Sushi! Sharpen your skill as you prepare, cook, assemble and serve delicious sushi and sashimi! Build your sushi empire all over the world and discover new sushi recipe in each new restaurant you own!,Anyone can enjoy the simple and intuitive touch control in this free addictive time-management cooking game!,FEATURES,COOK AND SERVE SUSHI!,Sushi Diner will take you to Kyoto, Tokyo, New York, and many other world cities and explore the different sushi styles! Roll up and complete your customers’ sushi orders! The better your cooking is, the more delighted the customers will be. Collect tons of tips for excellent service and make those profits!,FEATURES OVER 150 POPULAR SUSHI, SASHIMI, AND WESTERN-STYLE SUSHI DISHES!,Use more than a hundred ingredients to make sushi! Try the popular Salmon and Maguro sushi, or prepare sashimi with premium ingredients like King Crab, Japanese Uni, and Geoduck Clam! Keep your customers happy by prepping and serving everything from California roll, Sake, Spicy Salmon Gunkan and serve them with freshly grinded Wasabi!,COLLECT AND UPGRADE!,Wanna get more successful and famous? Spend your profits on upgrades for food and appliances for your restaurant! Upgrade your sushi fish sources, sashimi knife, and more to ensure all customers get three-star service!,UNIQUE CHALLENGING MISSION FOR EACH LEVEL!,Each level presents a unique new challenge, from collecting enough tips to serving delicious sushi roll, all within the time limit! Adapt your cooking strategy to beat the challenges! Beat the Japan boss levels and become the best sushi chef!,PLAY ANC COMPETE WITH YOUR FRIENDS!,Exchange gifts and compete with friends on your quest to be the best sushi chef! Share your score on Facebook and compete with friends on our leaderboard and global leaderboard!,BE THE COOKING MASTER! ,Easy to pick up, tough to master! This game expands on the time-management genre; if you enjoy that sensation of frantic fast-paced strategy, Sushi Diner is the perfect game for you!,PLUS,Awesome Graphics!,High-end, immersive tablet gameplay!,Have fun cooking and don’t forget to share your delicious sushi meals with your friends on Facebook!,==========,Facebook page: ,https://www.facebook.com/sushidiner/,Visit us at ,http://www.sanopy.com,Game support: ,sushi_diner_support@sanopy.com",,,"  10,000 - 50,000  ",17-Mar-16,1, 41M  ,,236,4.2,Sushi Diner - Fun Cooking Game
      2.3 and up    ,Role Playing,"Hoist the Jolly Roger and set sail to find the legendary Titan’s Treasure! Do you fight with a cutlass, or with magic? Are you biding your time until you can shoot your captain in the back, or are you the reason the rum is gone?,""Scarlet Sails"" is an 80,000-word interactive novel by Felicity Banks, author of ""Attack of the Clockwork Army"". Your choices control the story. It's entirely text-based--without graphics or sound effects--and fueled by the vast, unstoppable power of your imagination.,• Enjoy an 80,000 word adventure on the high seas.,• One of the top ten games in the 2015 Interactive Fiction Competition.,• Choose your personality, fighting style, and magical skill.,• Choose who to love, including options for singlehood or polyamory.,• Face the horrors of your past, and of the deep.,• Find treasure, treachery, and maybe even true love.,• Play as male or female, gay or straight.",,,"  1,000 - 5,000  ",12-Mar-16, 1.0.1  , 3.8M  ,,90,3.9,Scarlet Sails
      4.0 and up    ,Simulation,"Hack the Safe. Lock picking is a simulator! Use a lockpicking tool and a screwdriver to open the safe door. Insert the lockpicking tool into the hole of the safe lock, insert the screwdriver below start turning! Depending on the angle of turn of the lockpick you can successfully hack the lock or fail! Choose different difficulty locks, safes and doors! Train hard! Try to hack safes in a short time. The faster you open doors, the better your level becomes and the higher the result!,ATTENTION! Hack the Safe. Lock picking will not teach you how to open these locks and will not even explain the structure of locks. All that the game offers is to simulate lockpicking with a special tool and a screwdriver",,,"  1,000 - 5,000  ",11-Mar-16,1, 9.6M  ,,30,3,Hack the Safe. Lock picking
      4.0 and up    ,Racing,"DOWNLOAD VIBER XTREME MOTOCROSS FOR FREE! Race, challenge your friends, win!,Play the most addicting motorcycle racing game around! Race alone or challenge your Viber friends and racers from around the world! Maneuver through hundreds of obstacles, including ramps, jumbo tires, rocks, planks, and more! Complete the course as fast as possible and become the world champion!,Features:,- 32 FREE levels out of a total of 137!,- Customize your bike and rider!,- Play alone or race against your Viber friends and other players!,- Race to the top of the leaderboards!,- Amazing, realistic physics engine! Jump, climb, flip!,- Play with phone’s accelerometer or buttons!,Get ready for the ride of your life! DOWNLOAD NOW FOR FREE!,---,*** Problems with playing on Android Version 6.0? ,Be sure to allow storage permissions for this app.,Settings --> Apps --> Motocross --> Permissions",,,"  10,000 - 50,000  ",30-Mar-16,1.1, 104M  ,Top Developer,412,4.2,Viber Xtreme Motocross
