operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      2.3 and up    ,Casino,"Slots - DoubleWin Casino, #1 Casino slots game in the world! Exciting and Thrilling!,Download now! 100,000 FREE BONUS COINS are waiting for you to collect!,Win Big in your favorite casino slots! Gorgeous graphics, HUGE Jackpots, Free Daily Spins, Fun Bonus Games and Mystery Features bring casino slots from Las Vegas on your mobile. Over 5,000 Billion coins are given out each day! Will you be next billionaire in DoubleWin Casino? ,TOP FEATURES:,*  Amazing slots machines with Jackpot, Wilds, Free Spins and Bonus Games! Designed by casino professionals!,*  New FREE casino slots added every week,*  Mystery Jackpot, Mega Progressive!,*  Win up to 1,000,000 coins just for logging in daily!,*  FREE COINS bonus every 2 hours!,*  Sticky Wilds, Re-spins, Stacked Symbols, Multiple Jackpots and more!  ,Do you like playing free casino slot games? Love to win big in slots? Download Slots – DoubleWin Casino and you will enjoy the best casino slots. ,Questions or Suggestions? Contact us at ,slotsdoublewincasino@gmail.com,This casino app is intended for use by those 21 or older for amusement purposes only. Practice or success at social casino gaming does not imply future success at real money gambling.",,,"  10,000 - 50,000  ",22-Feb-16,1.01, 31M  ,,900,4.6,Slots - DoubleWin Casino
      3.0 and up    ,Arcade,"Are you annoyed of what Trump is saying during the 2016 American elections? Want to shut him up?! How about stepping in the ring with him to fight it out. Welcome to the Epic Celeb Brawl series ... featuring the possible next president of the United States; Donald Trump.,A funny fighting game with several weapons and combos to use. Have fun and let off some steam! Shut him up once and for all!,FEATURES: ,✔ Hit him with a low and high punch!,✔ Buy special weapons, such as a baseball bat, ninja stars, gold bars and more!,✔ Master special combo moves!,✔ A special FINISH HIM move at the end!,----------------------------------------------------,FOLLOW US:,Facebook: ,https://www.facebook.com/brutalstudiogames, ,Google+: ,https://plus.google.com/108527184837199893581/posts, ,Twitter: twitter.com/brutalarcade",,,"  10,000 - 50,000  ",5-Mar-16, 1.0.3  , 24M  ,,978,4.4,Punch The Trump
      2.3 and up    ,Puzzle,"Play with easter eggs as a real fluffy bunny adventure world. Put every easter egg in your basket and save them in your shelter. This match 3 puzzle game is the perfect way to spend free time. Be royale, be hungry, be the best! When all easter eggs are merged into a surprise for the fluffy bunny your job is done. Enter the adventure world of easter games now for free and be one of the heroes.,Surprise! This match 3 puzzle game is too royale for just fluffy bunny heroes. Join now and play easter games all day long. The shelter of this adventure world is going to open and you need to be hungry in time. You’re not going to color or paint your easter eggs but you can swap and collect them until all are merged. Stay hungry and help the fluffy bunny!,Easter Eggs: Fluffy Bunny Swap:,+ Match 3 Puzzle Game,+ Swap & Match Lines,+ Colorful Easter Egg Adventure World,+ Play with Facebook friends: become heroes,+ Classic Matching Easter Games,Swap easter eggs in this fluffy bunny adventure world and you are ready to be one of the heroes in the basket. Be hungry for chocolate that’s royale in this shelter. Discover surprise easter eggs in the adventure world of fluffy bunny. Let’s join this match 3 puzzle game and win!,Merged all chocolate easter eggs and win the surprise basket full of royale sweets. Swap now!,Support us by rating the game in a positive way. We have more to offer, make sure to check out all of our swap, connect and match 3 games! Enjoy!",,,"  10,000 - 50,000  ",8-Mar-16,1.2, 31M  ,,725,4.5,Easter Eggs: Fluffy Bunny Swap
      4.0.3 and up    ,Casual,"Candy Block Monster is an amazing block puzzle game with a simple rule. But it's really a distinctive block puzzle game.,Challenge to hit highest score with your friends and to be on top of the leaderboard.",,,"  5,000 - 10,000  ",11-Mar-16,3, 13M  ,,36,3.7,Candy Block Monster
      4.0 and up    ,Action,"Are you ready to accept the gift of madness and understand the secrets of the deep? If yes — “Mental Hospital IV” is waiting for you.,Your intellect is thirsty for non standard tasks, and nervous for a “tickle”? Than horror-action “Mental Hospital IV” from AGaming+ will shake you to the core! Cut the lights, connect your headphones. And watch out, because he is the only one to help you to get out of these horror paws!,Our history started a short time afterwards, after the events at Mental Hospital III. The principal character’s mind was haunted with a story that happened in the St. Peter Hospital. Police sat back on its heels, big newspapers kept quiet. And then, one fine day, a stranger called us and said that he could tell everything in details in a face-to-face meeting. And you are going to a specified place... What can be simpler?!.. That is what you thought also. But you will remember till the end of our life about the story, you got involved to. After you had crushed into an orphan home you got to close quarters with its inmates. And realized that what you saw there cannot be described in words, it may be erased from a cassette, but never from your memory.,And it rests with you only, whether you will be able to solve this tangle of chaos and horror.",,,"  10,000 - 50,000  ",27-Feb-16,1.02, 117M  ,,"1,554",4.2,Mental Hospital IV Lite
      2.3 and up    ,Puzzle,"Hidden Scenes is a game similar to a jigsaw puzzle where you swap and flip the pieces to reveal the hidden scene. When all pieces are flipped / swapped into their correct location, you win!,Explore the colors of the rainbow! Relax and lose yourself among the beautiful nature scenes!,Five different modes of play:,SWAP - swap the pieces into their correct spot, easy and relaxing,FLIP - swap and flip the pieces into their correct spot, a little more challenging,ROTATE - swap and ROTATE the pieces into their correct spot! Can be very challenging!,RADIAL - swap pieces of a circular puzzle, very unique!,CHALLENGE - Play through exciting fast paced timed and move counting games!  Are you fast enough to make it through all 50??,Get bonus power-ups during gameplay!, 500 coins - make correct matches in a row, 500 coins - quickly match three in a row, 500 coins - complete the puzzle without using the preview button, 1000 coins - complete the entire puzzle without making any mistakes!,Download this dynamic jigsaw puzzle now and join in on the fun! Uncover the beautiful hidden scenes and treasures this app has to offer!",,,"  1,000 - 5,000  ",4-Mar-16, 1.0.1  , 45M  ,,79,4.6,Hidden Scenes - Rainbow
      2.3.3 and up    ,Puzzle,"Color Twister: a free and addictive puzzle game! ,You start with a white field with grey pipes on tiles and a few colored dots. Tap tiles to connect the dots with lines of the same color. Once you complete the connection a colored stream starts flowing between the dots. Win the level by connecting all colors. Many challenging levels make this free game an excellent exercise for the brain!,Color Twister features:,- An easy and hard adventure track with many challenging puzzles.,- Quick game mode with countless unique puzzles.,- Many different puzzle pieces, such as bridges, T-sections, and rotating end points.,- Up to six colors to connect.,- Intuitive controls and clear graphics guarantee great puzzle experience.,- Attractive material design looks.,Download this free puzzle game now and connect the dots!",,,"  5,000 - 10,000  ",8-Mar-16,1, 4.3M  ,,77,4.3,Color Twister - Connect Puzzle
      2.3 and up    ,Adventure,"Hey there, good traveler! Look around you, you are on a beautiful island with amazing nature and astonishing landscapes. The only problem with this paradise is that you are trapped there, all alone, all by yourself. You don't remember what or who brought you here. You don't even have food or water or a shelter to live in. So you have to do your best to stay alive!,In Survival Island - Craft 2 you play a role of survivor, a man who have to find and collect resources to craft different weapons and build a shelter, you have to hunt on animals to get food. No one can help you, your life is in your hands! Dive into wonderful survival simulator and learn how to survive in wild life! But remember, that there is a great secret hidden in these lands! Find all the treasures and dispel the mystery of the island! ,Survival Island - Craft 2 game features: ,-	Beautiful island,-	Unique low poly style,-	Crafting system,-	Animal hunting,-	Survival simulator,If you are a fan of survival simulator game genre, if you like to collect resources and craft items, then Survival Island - Craft 2 will be a perfect pick for you! Enjoy the adventures, craft all the weapons and build a shelter! Find all the treasures and ancient recipes! Good luck and have fun!",,,"  5,000 - 10,000  ",18-Mar-16,1.2, 57M  ,,218,3.6,Survival Island - Craft 2
      4.1 and up    ,Casual,"Most little girls dream of dancing a stunning ballet on the ice wearing a gorgeous costume, and now you’re the star of the ice show.  Twirling and dancing like a ballerina on the ice!,Gliding on the ice as only a well-trained ice dancer can, you are the envy of everyone in the audience.  Take a big breath because your night of fame is here.  That can be a bit nerve-racking for anyone, so take a little time for yourself.  Go to the spa for some really relaxing facial treatments that will get you looking your best.  You want to shine bright on the stage, so put on some makeup with sparkles in it.  There are so many costumes to choose from, and you can try them all! ,How to Play:,• It’s opening night!,• Time to get ready,• Get pampering at the spa with facial treatments,• Put on your sparkly stage makeup to look amazing,• Dress up in a variety of fun costumes to find the perfect one,• Show Time! Let's dance!,Ice skating is an exciting sport, and you’ve always loved ice dancing.  Before suiting up before your first big show, take some time to relax.  Spa check.  Makeup check.  Costume check.  Time to dazzle the crowd!  ,Download today to get teh dance started! ,[[Find out more fun games on our social media!  ]],If you want to check us out, visit our website: ,http://www.lovefashiondoll.com/,Like us on Facebook:  ,https://www.facebook.com/Fashion-Doll-Inc-541320739345559,Follow us on Twitter:  ,https://twitter.com/FashionDollInc",,,"  10,000 - 50,000  ",8-Mar-16,1.1, 42M  ,,185,4.1,Fashion Doll - Ice Ballet Girl
      2.3.3 and up    ,Education,"See what Hello Kitty and friends are up to during the year in ,Hello Kitty Jigsaw Puzzles,, an adorable game for girls and boys of all ages.,Each of the jigsaw puzzles features a different beautiful Hello Kitty image and a unique reward when the puzzle is completed. In these ,magical scenes, Hello Kitty and friends make the most out of the seasons. In springtime they play with butterflies and celebrate Valentine’s Day. When summer rolls around they spend time at the beach, swimming and eating ice-cream. When fall comes around they jump in puddles and dress up for Halloween. Finally Hello Kitty ends the year building snowmen, ice-skating, and celebrating Christmas!,You can choose whether to use 6, 9, 12 or 16 pieces, ,adjusting the difficulty, of the game to your child's skill level.,The game works almost like real jigsaw puzzles for kids. Once you pick a piece it stays on the board even if you place it incorrectly, and you can nudge pieces around until it snaps to the right slot.,Game features,:,- 24 gorgeous Hello Kitty images,- Unique rewards for each puzzle,- Play with 6, 9, 12 or 16 pieces,- Natural jigsaw puzzle dynamics,- No third party advertisements, only in-house cross-promotion,- Intuitive navigation,- Child-safe in-app purchase ,Note,: 6 images are available for free and the full set of 24 are unlocked by purchasing the app.,PS. For more fun check out our other cool, fun and educational kids apps for babies, toddlers, boys and girls.,Parental information,:,- Does not contain third-party ads,- Does contain a link to our Facebook page,- Does use anonymous data collection tools,- Does contain one in-app purchase for the full version,Credits,:,USED UNDER LICENSE.,SANRIO GMBH,© 1976, 2015 SANRIO CO., LTD.,Music: ""Carefree"",Kevin MacLeod (incompetech.com),Licensed under Creative Commons: By Attribution 3.0,http://creativecommons.org/licenses/by/3.0/",,,"  10,000 - 50,000  ",7-Mar-16,8.1, 17M  ,,27,3.6,Hello Kitty Jigsaw Puzzles ❤️
      2.3 and up    ,Puzzle,"Ocus Puzzle is great game with simple rules.,Your goal is to drag shaped pieces and connect them into big shape. Unique shapes makes this game interesting. Lot of levels with various difficulty - for everyone!",,,"  5,000 - 10,000  ",9-Mar-16, 1.0.1  , 4.5M  ,,230,4.6,Ocus Puzzle
      3.0 and up    ,Simulation,"Photo Scanner: Zoo City is a simulator of the test to define what resident of the animal city you are! Take a picture of you or friends. The program will pretend analyzing the shot and will show what animal is your look-alike animal in the Zoo City. Scan yourself and your friends and become a hero of an animal city story! Share your test results in social networks. Feel like tricky Fox? Or you're brave hare? Or maybe you're an important lion? Photo Scanner: Zoo City will help you to know who you are! ,Attention! Photo scanner: Zoo City is a simulator game! Photo scanner only simulates the analysis of photos and gives random results! Play with pleasure and respect animals!",,,"  10,000 - 50,000  ",4-Mar-16,1, 15M  ,,295,3.6,Photo Scanner: Zoo City
      2.3 and up    ,Casual,"Easter Holiday will be come! Have you been prepared with your new dresses? The most important thing is that doing a nice and beautiful Easter Egg! Do you want to present a card to your friends? Now you won't do that in any paper, you can design beautiful cards in this game and send email to her or him. So many different and various of patterns and colors for you choose, you can select anyone and celebrate friendship between you and your friends. ,How to design your Easter Egg? Still a lot of colors and ornaments here, and more nice partterns to design it. Your friends must love it! Would you like to send your celebration to them? ,Also in the important happy holiday, don't forget to do nail salon. You will be the most beautiful and charming princess, choose your favorite dress and hairstyles, you are really like a PRINCESS with carrying the eggs. ,Face-painting? Like it? Do it! Makeup yourself to be a cute animal, to be a fairy, to be a tiger, to be a rabbit.... It sounds great? Yes! Let's handle it! ,Do so many works, will we have to give them up at the last? NO! You can save your work to the Album, but only could save one picture for each home. So you can choose the best work and save into your album! ,There is a lot of funny things can be done in happy Easter holiday! Let's do it!",,,  100 - 500  ,16-Mar-16, 1.0.0  , 25M  ,,125,4.1,Happy Easter Holiday-Girl Game
