operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      4.0.3 and up    ,Simulation,"Fleet Commander: Pacific is the first 3D Naval RPG mobile game. More than 100 server and millions of players have joined in this fierce warship battle! ,Take command of the Real Warship and vary 3D visual of Naval Warships ever on the Pacific Ocean in history detail. Command world’s famous captain and build up your own legendry fleet. Take theme on the Pacific Ocean and battle for glory! Experience naval battles with latest 3D technology. You could be the one who rewrite the history of Pacific War!,FLEET COMMANDER: PACIFIC GAME FEATURE,Build Your Grand Fleet,☆Collect warships though researching, base expanding and challenges,☆Customize design of your warships to maximize its firepower,☆Upgrades crew members to build the most effective naval force,☆Vary Tactical chooses, every single decision will make differences,☆Raid and convoy. Protect your naval military supplies from other fleets’ looting,☆Earn Honor to promote yourself from ensign to admiral and receive glorious respect,Vary Gameplay With History Detail,☆100+ famous warships ready for your command though base development,☆80+ famous naval commanders with naval history details and unique abilities,☆200+ campaign level for you to conquer,First Naval RPG with 3D Graphics:,☆Incredibly Immersive experience in high tension naval battles ,☆Next generation 3D graphics and spectacular visual effects,☆Realistic 3D ship model replicate warship detail with historical accuracy,Fleet Commander: Pacific focus on the using strategy in developing your exclusive fleet. It’s easy to learn and hard to control since each single decision can greatly decide your final result. Do you want to be the best commander? Download Fleet Commander: Pacific and challenge yourself in Championship right now!,Fleet Commander: Pacific is completely free to play, however some warship related items can also be purchased for real money. please set up password protection for purchases in the settings of your Google Play Store app.,For any questions or comments on the awesome Naval Warship strategy, reach out to us at: ,fleetcommanderpacific@gmail.com,Facebook: ,https://www.facebook.com/fleetcommanderpacific,Surviving in the fierce battle field will be a huge challenge. Are you prepared?,Fleet Commander: Pacific is the first 3D Naval RPG mobile game More than 100 server and millions of players have joined in this fierce warship battle.!,Take command of the Real Warship and vary 3D visual of Naval Warships ever on the Pacific Ocean in history detail. Command world's famous captain and build up your own legendry fleet. Take theme on the Pacific Ocean and battle for glory! Experience naval battles with latest 3D technology. You could be the one who rewrite the history of Pacific War!,FLEET COMMANDER: PACIFIC GAME FEATURE,Build Your Grand Fleet,☆ Collect warships though researching, base expanding and challenges,☆ Customize design of your warships to maximize its firepower,☆ Upgrades crew members to build the most effective naval force,☆ Vary Tactical chooses, every single decision will make differences,☆ Raid and convoy. Protect your naval military supplies from other fleets' looting,☆ Earn Honor to promote yourself from ensign to admiral and receive glorious respect,Vary Gameplay With History Detail,☆ 100 + famous warships ready for your command though base development,☆ 80 + famous naval commanders with naval history details and unique abilities,☆ 200 + campaign level for you to conquer,First Naval RPG with 3D Graphics:,☆ Incredibly Immersive experience in high tension naval battles,☆ Next generation 3D graphics and spectacular visual effects,☆ Realistic 3D ship model replicate warship detail with historical accuracy,Fleet Commander: Pacific focus on the using strategy in developing your exclusive fleet It's easy to learn and hard to control since each single decision can greatly decide your final result Do you want to be the best commander Download Fleet Commander:..? Pacific and challenge yourself in Championship right now!,Fleet Commander: Pacific is completely free to play, however some warship related items can also be purchased for real money please set up password protection for purchases in the settings of your Google Play Store app..,For any questions or comments on the awesome Naval Warship strategy, reach out to us at: ,fleetcommanderpacific@gmail.com,Facebook: ,https://www.facebook.com/fleetcommanderpacific,Surviving in the fierce battle field will be a huge challenge. Are you prepared?",,,"  50,000 - 100,000  ",15-Apr-16, 1.0.3  , 41M  ,,534,4,Fleet Commander:Pacific
      4.0.3 and up    ,Casual,"Keep in mind this is a third-party app and the cycle could always change and all images of chests and the background belong to Supercell.,This is very useful because you can rise/drop in trophy level to adjust the chances to get specific cards by a little bit right before you get the chest (e.g. you can only get arena 1-4 cards if you are in arena 4...).,Also, if you're like me, it's nice to know when the next awesome chest is coming.,Due to the fact that super-magical chests are randomly acquired and therefor not in the cycle, you cannot predict them BUT it is important to just add the next chest displayed instead because it gets replaced.,To get predictions, you need to either know your position or have at least a ""Giant"" chest and the 14 chests you received after the ""Giant"" chest in your list. Then you can enter it to the ""Cycle Position"" field or, if you waited for the Giant and after chests and entered them, you should be able to successfully ""determine [your] position"" by clicking the reddish button.,So step by step:,1.) There are three situations you could be in: continue to 2 if you know your position in the chest cycle, continue to 3 if you didn't receive any silver chest yet/know all received chests OR continue to 4 if you don't know your position and have received chests already,2.) you know your position: Simply enter it into the little ""Cycle Position"" field and hit the ""set"" button and you're 'set'. continue to 6 and you'll get accurate predictions.,3.) you didn't acquire any silver chest yet  or know which chests you received in which order: Simply continue to 6 and you'll get safe predictions.,4.) you  don't know your position in the rotation and you already received chests: you can add your chest to the list as in 6, but you won't get good predictions at the moment. Continue to 5.,5.)  you still don't have correct predictions: after every chest you enter, try to click the ""determine cycle position"" button and a message will pop up telling you what to do (if you need a Giant chest, you will have to wait for a giant chest and enter all chests as in 6 ).,6.) you can now add your freshly acquired chests to the list by clicking the corresponding buttons. Every time you get a new chest, you click the button in this app. If you accidentally clicked the wrong button, you can always delete the last entry with the ""delete"" button.",,,"  5,000 - 10,000  ",19-Apr-16,1.31, 3.0M  ,,126,3.1,ChestTrak for Clash Royale
      2.3.3 and up    ,Action,"This very original game mixes gore and comedy with blocky style characters,to bring you tons of fun and challenges both your skills and sense of dark humor.,Simple to play : swipe to throw weapon.,Select your weapons and explore the funny worlds of Get Dicey.,Use the sharp cutting blades to dismember your enemies,,make them bleed with sticky weapons, or just explode them in pieces,,with beautiful blood splatter effects!,Features:,-7 amazing worlds,-37 crazy weapons,-Weekly online competitions to win diamonds,-5 difficulty settings,-Free trial for all weapons,-Watch ads to get diamonds or purchase diamond packs,-One endless level per world,To master the art of slice:,-Hold finger down before swiping to increase weapon spin,-Swipe faster to throw weapon further,-Some enemies block certain weapon types,-Check the wind strength and direction,-Visit the weapon menu to get more ammo and select your favorite weapons",,,"  5,000 - 10,000  ",17-Apr-16, 1.0.3  , 27M  ,,186,4.2,Get Dicey
      4.2 and up    ,Board,"*** THE BEST CHECKERS GAME - PLAY DRAUGHTS YOURSELF OR COMPETE WITH OTHER PLAYERS AND HAVE AWESOME DAILY FUN! ***,Checkers Saga is number one board game,  online checkers game (english draughts) which you can enjoy for FREE. Checkers SAGA is the next generation social draughts checkers board games online smart game with excellent design and graphics, super friendly user interface for board game and excellent selection of game modes. The checkers game is very light and fast, it doesn't support third party ads, providing you secure uninterrupted checkers draughts gaming experience. ,Here you can play board game yourself, challenge your real friends or compete with players from all over the world. You can select to play in private mode versus just one more person, or participate in live draughts or checkers board games tournaments with seven other people. All checkers saga english draughts game modes will offer you different entry fees with different pool prizes. If you are beginner at checkers or english draughts , then it is good to start with basic checkers games with lower entry fees and move on to higher bets checkers by mastering your draughts checkers skills.  ,*** CHESKERS SAGA BOARD GAME FEATURES ***,•	Compete 1 on 1 or in 8 player tournaments - refine your checkers english draughts online game skills in the practice arena;,•	Challenge your friends - Challenge your friends checkers straight from the game;,•	Level up system - play & earn XP to increase your checkers english draughts ranking;,•	Weekly competition with trophies for the best checkers draughts game players;,•	Fun mini games in which you always can win extra checkers online draughts game coins;,•	Exchange messages with your friends and other players;,•	Checkers Gaming scores and statistics - track your and see how you perform compare to other players;,•	Active international community of checkers and draughts players;,•	Gorgeous graphics and easy navigation;,•	No third-party ads to ensure optimal checkers playing experience;,•	Completely FREE Draughts Checkers Game with optional registration.,*** Free Checkers Draughts DAMA Game To Tickle Your Brain - Weekly Competition, Awards, Challenges, Tournaments ***,-- Start playing Board Game Checkers Saga now and get your daily portion of socializing and fun brain training! --,------------------------------------,Don't miss out on the latest Board Games Checkers English Draughts news:,Like Board Game Checkers SAGA: ,http://facebook.com/checkerSAGA/,------------------------------------,Board Games Explore more about Checkers SAGA: ,http://www.checkersaga.com,Board Game TERMS OF SERVICE: ,http://www.checkersaga.com/terms.html,Board Games PRIVACY POLICY: ,http://www.checkersaga.com/privacy.html",,,"  1,000 - 5,000  ",21-Apr-16, 0.4.14  , 30M  ,,171,4.7,Checkers SAGA
      2.3 and up    ,Racing,"Drive 4x4 and 6x6 offroad vehicles through dangerous roads. Climb the mountains and conquer the extremely difficult dirt roads with jeeps, truck, pick ups, SUVs and monster trucks.",,,"  100,000 - 500,000  ",13-Apr-16,3, 33M  ,,"2,789",3.8,Offroad Racing 3D
      2.3 and up    ,Casual,"If you are in the mood for an amazingly delicious jelly puzzle, Jelly Jam is the exact right sweet course for you. Link and collect jelly in this extremely yummy adventure!,How to Play:,- Connect 3 or more adjacent same jelly,- The more jelly collected, the higher score will be achieved,- Connect 7 or more jelly to create strong and explosive special jelly,- Accomplish level targets within limited moves,- Create power-ups strategically to achieve level targets, ,Jelly Jam Features:,- Play through 144 awesome levels of jelly collecting craziness!,- Journey through 4 sweetest jelly maps: Candy Lake, Candy House, Candy Factory, Candy Town,- Unique boosters and props (Including Count-down Candy, Jelly Shooter, Rainbow Candy, Angry Trick Candy etc.),- Bright and colorful new jelly and stunning graphics, ,Enjoy the high quality absolute fun for FREE in Jelly Jam!",,,"  5,000 - 10,000  ",19-Apr-16, 1.0.1  , 11M  ,,42,4.2,Jelly Jam
      2.3.3 and up    ,Simulation,"Learn and build your city with excellent fine-tuned construction simulations using your favorite machines like heavy excavator, crane, road roller and a dumper truck. The fun to construct like a real builder will never be the same when you play this additive new construction simulation game with hydraulic controls that provides an excellent driving view. , ,The art of building cities using construction tools and with the help of correct construction simulation with perfect precision is quite old, but with the recent advancements in technology are making City Builder Road Construction a more fun way to map a new city around a good construction site. ,City Builder Road Construction is a perfect way to learn the nitty gritty of construction insights and heavy machinery driving skills. Smooth construction game controls further helps to drive excavator and heavy road roller with ease. Download the fun and feel the ultimate city construction experience. , Game Features: City Builder Road Construction ,•	In-Depth City Construction Learning ,•	Perfect Construction Simulator Game ,•	Difficult Heavy Crane Handling ,•	Become a Crane Operator,•	Detailed City Construction ,•	Six Exciting Missions,•	Enhanced 3D Graphics,•	Super Duper Realistic Sounds",,,"  10,000 - 50,000  ",29-Mar-16,1, 49M  ,,342,3.5,City Builder Road Construction
      4.0.3 and up    ,Pretend Play,"The Patooties are back! Get your groove on and join Cutie Patootie (and all the Patooties!) as they sing, dance, and play their way through a magical world of music and fun! Play the drums, do the hand jive, sing in the choir, and so much more! It’s a whole new musical experience for kids! ,Each activity is based on music, song, and dance! Your kids will love singing and dancing with Cutie Patootie and all her friends! This app is designed for children ages 2-8, but fun for the whole family!,Features:,> Go to the movies with the Patooties! Enjoy your favorite TabTale characters on the big screen!,> 4 musical instruments to play! - Strum the guitar, bang the drum, tap the piano, blow the saxophone,> 4 bouncy musical worlds each with interactive and rich activities!,> Dance with the Cutie Patootie! Record your Dance Video, watch it again and again! ,> Sing your heart out with your favorite Cutie Patooties! ,> Easy-to-play, kid-friendly interface,ABOUT TabTale ,With over 850 million downloads and growing, TabTale has established itself as the creator of pioneering virtual adventures that kids and parents love. We lovingly produce interactive e-books, games, and educational experiences for children. Search “TabTale” on Google Play and discover more incredible apps.,Visit us: ,http://www.tabtale.com/, ,Google Plus: ,https://plus.google.com/+Tabtale/posts, ,Like us: ,http://www.facebook.com/TabTale,Follow us:@Tabtale,Watch us: ,http://www.youtube.com/iTabtale,CONTACT US ,Let us know what you think! Questions? Suggestions? Technical Support? Contact us 24/7 at WeCare@TabTale.com.,IMPORTANT MESSAGE FOR PARENTS: ,* This App is free to play but certain in-game items may require payment. You may restrict in-app purchases by disabling them on your device.,* By downloading this App you agree to TabTale’s Privacy Policy and Terms of Use at ,http://tabtale.com/privacy-policy/, and at ,http://tabtale.com/terms-of-use/,.,Please consider that this App may include third parties services for limited legally permissible purposes.",,,"  100,000 - 500,000  ",22-Mar-16, 1.0.2  , 73M  ,Top Developer,692,3.8,Cutie Patootie - Music School
      2.3.3 and up    ,Casino,"After the success of popular Casino games, we present to you our latest release, Craps. A big fan of Craps? Then you're in luck, we are sure you will love our game of Craps.,Craps is a dice game in which the players make wagers on the outcome of the roll, or a series of rolls, of a pair of dice. In Craps, Players wager money against the casino which is also known as bank, hence the game gets the name Casino Craps or Bank Craps. Our game comes with a standard casino craps table, beautiful graphics and Stickman calls. With daily bonus chips, you will never run out of chips in this free to play Craps!,Also, Spin to Win to win big bonuses, and continue playing Craps!!,❖❖❖❖ Features of Craps ❖❖❖❖, ✔✔ Beautiful Graphics, ✔✔ Authentic Stickman calls, ✔✔ Standard Casino Craps Table ,✔✔ Truly Random Dice Rolls ,✔✔ Fast Paced Craps Gameplay, ✔✔ Spin to Win Daily Bonus Chips,✔✔ Authentic Stickman calls,As they say, Money won is twice as sweet as money earned. ,Keep betting, keep rolling!,Download Craps for your phone and tablets today and have endless hours of fun.,For any kind of Craps Support, visit: ,http://droidveda.com,Please don't forget to Rate and Review Craps",,,"  500 - 1,000  ",30-Mar-16,1, 24M  ,,27,4.5,Craps
      2.3 and up    ,Action,"Navy Gunner Shoot War 2016,Commander, your mission is to check and destroy the enemy warships. GO!,The enemy has attacked your marine base and with the help of one of the largest air craft carrier, they are about to enter in your sea water.,You are in a counter strike war. There is enemy invasion near our naval ship, your mission is to check and destroy the enemy warship. , Let's shoot the navy carrier ship with your shooting skills., The bad enemy need to be stopped before they invade the whole country. They are many in count and are aware how to destroy and kill.,Enemy is backed by the apache helicopters and their special team is on the motor boats. You need to destroy their carrier, soldiers, motor boats and fighter planes.,Loosing this battle is not acceptable, you need to win at any cost. Don’t be afraid, they are not made of steel. Whoever wins , will be remember as champion,Features :,Multiple new weapons,-Shields to protect,-Life kit ,-Air strikes,-Enemies with Gunship helicopters, motor boats,-Challenging missions,-Machine gun and upgraded RPG,-Optimized controls,-GREAT ACTION GAME,-NICE ENVIRONMENTS,-UNIQUE GAMEPLAY-,-TOTALLY FREE,-FOR ALL AGES,-SNIPE THE ENEMY,-STYLIZED GRAPHICS,-TRICKY LEVELS,-SHOOT AND KILL,-EXTREME ACTIONS,-REALISTIC COMBAT EXPERIENCE,-3D HIGH-TECH TACTICAL GUNS,-ATTACK ENEMY WITH MODERN WEAPONS,This game is for hardcore gamers who enjoy the top latest FPS, shooting, simulation games. Never before will you have found yourself being a Navy shooter,Follow us at facebook to be aware of best android games: ,https://www.facebook.com/topactiongames2015,PS. We work hard to ensure that our games run properly on every major android phone and tablet. If however you encounter any issue which doesn't let you enjoy our games, please report it to ,topactiongames2015@gmail.com",,,"  5,000 - 10,000  ",11-Apr-16,1, 40M  ,,66,4.2,Navy Gunner Shoot War 2016
